"AnimalID","Sex","DateofCapture","DateofRecapture","TeethWidth","TeethWidth2","GroupID","GroupSize","QueenID","GroupSizeRecapture","timediff","rateofincisorgrowth","CompleteCapture","CompleteRecapture"
"L11M022","Male",2014-03-03,2014-06-23,6.11,6.13,"Lonely 11",16,NA,2,112,0.000178571,1,1
"L11M022","Male",2014-06-23,2015-03-08,6.13,6.475,"Lonely 17",2,NA,1,258,0.001337209,1,1
"L18F004","Female",2014-03-14,2014-09-30,5.375,5.285,"Lonely 18",14,"L18F002",9,200,-0.00045,1,1
"L18F007","Female",2014-03-14,2014-09-30,4.87,5.08,"Lonely 18",14,"L18F002",9,200,0.00105,1,1
"L18F010","Female",2014-03-15,2014-09-30,4.99,5.1,"Lonely 18",14,"L18F002",9,199,0.000552764,1,1
"L18M001","Male",2014-03-13,2014-09-30,5.53,5.855,"Lonely 18",14,"L18F002",9,201,0.001616915,1,1
"L18F008","Female",2014-03-14,2014-10-01,4.64,4.865,"Lonely 18",14,"L18F002",9,201,0.001119403,1,1
"L18F009","Female",2014-03-15,2014-10-01,4.915,5.005,"Lonely 18",14,"L18F002",9,200,0.00045,1,1
"L18M012","Male",2014-03-16,2014-10-01,4.515,5.055,"Lonely 18",14,"L18F002",9,199,0.002713568,1,1
"L18F008","Female",2016-03-04,2016-09-16,5.24,5.37,"Lonely 18",5,"L18F002",3,196,0.000663265,1,1
"L18F008","Female",2016-09-16,2017-06-27,5.37,5.215,"Lonely 18",3,"L18F002",7,284,-0.000545775,1,1
"L18M015","Male",2016-09-17,2017-06-27,5.79,5.67,"Lonely 18",3,"L18F002",7,283,-0.000424028,1,1
"L13F020","Female",2016-02-23,2016-10-06,5.18,5.265,"Lonely 13",12,"L13F008",1,226,0.000376106,0,1
"L20M009","Male",2016-10-08,2017-07-20,3.665,5.39,"Lonely 20",11,"L20F010",10,285,0.006052632,1,0
"L20M007","Male",2016-10-07,2017-07-20,3.61,5.295,"Lonely 20",11,"L20F010",10,286,0.005891608,1,0
"L20F005","Female",2016-10-07,2017-07-20,4.72,5.275,"Lonely 20",11,"L20F010",10,286,0.001940559,1,0
"L20M008","Male",2016-10-07,2017-07-21,3.67,5.38,"Lonely 20",11,"L20F010",10,287,0.005958188,1,0
"L20F001","Female",2016-10-06,2017-07-21,4.965,5.26,"Lonely 20",11,"L20F010",10,288,0.001024306,1,0
"L25M002","Male",2016-09-22,2017-06-21,6.01,6.31,"Lonely 25",3,"L16F007",6,272,0.001102941,0,1
"L25M001","Male",2016-09-22,2017-06-21,5.505,6.19,"Lonely 25",3,"L16F007",6,272,0.002518382,0,1
"L26M006","Male",2016-10-07,2017-07-14,4.61,6.305,"Lonely 26",10,"L26F007",10,280,0.006053571,1,1
"L26M009","Male",2016-10-08,2017-07-14,2.64,5.535,"Lonely 26",10,"L26F007",10,279,0.010376344,1,1
"L26F002","Female",2016-10-06,2017-07-15,4.835,5.37,"Lonely 26",10,"L26F007",10,282,0.001897163,1,1
"L26M003","Male",2016-10-06,2017-07-15,6.96,6.825,"Lonely 26",10,"L26F007",10,282,-0.000478723,1,1
"L26F010","Female",2016-10-08,2017-07-16,2.49,4.965,"Lonely 26",10,"L26F007",10,281,0.008807829,1,1
"L26F004","Female",2016-10-06,2017-07-13,5.195,5.44,"Lonely 26",10,"L26F007",1,280,0.000875,1,1
"L46F010","Female",2016-09-17,2017-07-21,5.07,5.67,"Lonely 46",10,"L46F002",1,307,0.001954397,1,1
"L11M007","Male",2013-09-23,2014-06-09,5.86,6.45,"Lonely 11",25,"L11F025",2,259,0.002277992,1,1
"L11M007","Male",2014-06-09,2014-12-10,6.45,6.78,"Lonely 38",2,"L38F001",5,184,0.001793478,1,1
"L40M010","Male",2016-09-22,2017-06-21,5.775,6.435,"Lonely 40",10,"L40F006",12,272,0.002426471,0,1
"L40F014","Female",2016-09-23,2017-06-21,4.25,5.535,"Lonely 40",10,"L40F006",12,271,0.004741697,0,1
"L40F013","Female",2016-09-23,2017-06-21,5.61,5.94,"Lonely 40",10,"L40F006",12,271,0.001217712,0,1
"L40M007","Male",2016-09-22,2017-06-21,4.44,5.795,"Lonely 40",10,"L40F006",12,272,0.004981618,0,1
"L40M008","Male",2016-09-22,2017-06-21,6.06,6.54,"Lonely 40",10,"L40F006",12,272,0.001764706,0,1
"L40M011","Male",2016-09-22,2017-06-21,2.66,5.355,"Lonely 40",10,"L40F006",12,272,0.009908088,0,1
"L43M002","Male",2016-09-23,2017-06-22,6.825,6.775,"Lonely 40",10,"L40F006",12,272,-0.000183824,0,1
"L45F001","Female",2014-04-01,2014-09-30,6.03,6.035,"Lonely 45",1,NA,1,182,2.75e-05,1,1
"L46F011","Female",2016-03-01,2016-09-16,3.77,4.71,"Lonely 46",10,"L46F002",10,199,0.004723618,1,1
"L46M001","Male",2016-03-03,2016-09-16,6.53,6.51,"Lonely 46",10,"L46F002",10,197,-0.000101523,1,1
"L46F014","Female",2016-03-02,2016-09-16,4.625,4.965,"Lonely 46",10,"L46F002",10,198,0.001717172,1,1
"L46F012","Female",2016-03-01,2016-09-16,4.44,4.94,"Lonely 46",10,"L46F002",10,199,0.002512563,1,1
"L46F010","Female",2016-02-29,2016-09-17,3.97,5.07,"Lonely 46",10,"L46F002",10,201,0.005472637,1,1
"L46M018","Male",2016-09-16,2017-06-27,4.35,5.59,"Lonely 46",10,"L46F002",12,284,0.004366197,1,0
"L46F017","Female",2016-09-16,2017-06-27,4.33,4.91,"Lonely 46",10,"L46F002",12,284,0.002042254,1,0
"L46M016","Male",2016-09-16,2017-06-27,4.19,5.45,"Lonely 46",10,"L46F002",12,284,0.00443662,1,0
"L46F011","Female",2016-09-16,2017-06-27,4.71,5.245,"Lonely 46",10,"L46F002",12,284,0.001883803,1,0
"L46M001","Male",2016-09-16,2017-06-28,6.51,6.64,"Lonely 46",10,"L46F002",12,285,0.00045614,1,0
"L46M019","Male",2016-09-16,2017-06-28,3.32,5.355,"Lonely 46",10,"L46F002",12,285,0.007140351,1,0
"L47F001","Female",2014-06-26,2015-03-13,7.17,7.165,"Lonely 47",1,NA,1,260,-1.92e-05,1,1
"L14M010","Male",2016-09-23,2017-06-21,6.7,6.745,"Lonely 48",6,"L48F001",11,271,0.000166052,1,1
"L48M002","Male",2016-09-22,2017-06-22,4.095,5.865,"Lonely 48",6,"L48F001",11,273,0.006483516,1,1
"L48M003","Male",2016-09-22,2017-06-22,4.99,6.625,"Lonely 48",6,"L48F001",11,273,0.005989011,1,1
"L48M004","Male",2016-09-22,2017-06-22,4.96,5.77,"Lonely 48",6,"L48F001",11,273,0.002967033,1,1
"L48M005","Male",2016-09-23,2017-06-23,3.86,5.645,"Lonely 48",6,"L48F001",11,273,0.006538462,1,1
"L54F001","Female",2014-09-30,2015-03-27,6.035,6.655,"Lonely 54",1,NA,1,178,0.003483146,1,1
"L54F001","Female",2015-03-27,2016-03-02,6.655,6.755,"Lonely 54",1,NA,1,341,0.000293255,1,1
"L13F015","Female",2014-09-17,2015-01-29,4.79,4.89,"Lonely 13",8,"L13F008",1,134,0.000746269,1,1
"L14F004","Female",2014-09-17,2015-01-29,5.505,5.71,"Lonely 14",8,"L14F013",2,134,0.001529851,1,1
"L14M002","Male",2014-09-16,2015-01-31,5.195,5.475,"Lonely 14",8,"L14F013",2,137,0.002043796,1,1
"L62F002","Female",2016-02-09,2016-09-09,2.945,4.74,"Lonely 62",6,"L14F004",6,213,0.00842723,1,1
"L62F001","Female",2016-02-09,2016-09-09,4.185,4.79,"Lonely 62",6,"L14F004",6,213,0.002840376,1,1
"L62M003","Male",2016-02-10,2016-09-10,3.095,4.82,"Lonely 62",6,"L14F004",6,213,0.008098592,1,1
"L62M004","Female",2016-02-10,2016-09-10,3.025,4.84,"Lonely 62",6,"L14F004",6,213,0.008521127,1,1
"L14M002","Male",2016-02-09,2016-09-10,6.515,6.51,"Lonely 62",6,"L14F004",6,214,-2.34e-05,1,1
"L14M002","Male",2016-09-10,2017-06-05,6.51,6.48,"Lonely 62",6,"L14F004",6,268,-0.00011194,1,1
"L62F002","Female",2016-09-09,2017-06-05,4.74,5.185,"Lonely 62",6,"L14F004",6,269,0.001654275,1,1
"L62M003","Male",2016-09-10,2017-06-06,4.82,5.785,"Lonely 62",6,"L14F004",6,269,0.003587361,1,1
"L14F006","Female",2014-09-16,2015-03-23,5.46,5.643333333,"Lonely 14",8,"L14F013",1,188,0.000975177,1,1
