"AnimalID","Sex","DateofCapture","DateofRecapture","weight","weight2","GroupID","GroupSize","QueenID","GroupSizeRecapture","timediff","rateofbodymassgrowth","CompleteCapture","CompleteRecapture"
"KR33F003","Female",2019-10-08,2020-04-15,95,94,"Kuruman 33",7,"KR1F019",6,190,-0.005263158,1,1
"KR33M002","Male",2019-10-09,2020-04-15,136,142,"Kuruman 33",7,"KR1F019",6,189,0.031746032,1,1
"KR10M006","Male",2019-10-10,2020-04-16,167,163,"Kuruman 33",7,"KR1F019",6,189,-0.021164021,1,1
"KR33F001","Female",2019-10-08,2020-04-16,93,91,"Kuruman 33",7,"KR1F019",6,191,-0.010471204,1,1
"KR10M013","Male",2017-05-04,2017-10-09,127,130,"Kuruman 34",2,"KR13F043",4,158,0.018987342,1,1
"KR34M003","Male",2019-04-06,2019-09-09,60,118,"Kuruman 34",7,"KR13F043",8,156,0.371794872,0,1
"KR34F005","Female",2019-04-08,2019-09-09,64,68,"Kuruman 34",7,"KR13F043",8,154,0.025974026,0,1
"KR34M002","Male",2019-04-07,2019-09-09,96,86,"Kuruman 34",7,"KR13F043",8,155,-0.064516129,0,1
"KR10M013","Male",2019-04-06,2019-09-09,143,129,"Kuruman 34",7,"KR13F043",8,156,-0.08974359,0,1
"KR34M001","Male",2019-04-06,2019-09-11,85,83,"Kuruman 34",7,"KR13F043",8,158,-0.012658228,0,1
"KR34M001","Male",2019-09-11,2020-04-01,83,98,"Kuruman 34",8,"KR13F043",8,203,0.073891626,1,1
"KR34F007","Female",2019-09-12,2020-04-01,63,77,"Kuruman 34",8,"KR13F043",8,202,0.069306931,1,1
"KR34F005","Female",2019-09-09,2020-04-01,68,79,"Kuruman 34",8,"KR13F043",8,205,0.053658537,1,1
"KR34M003","Male",2019-09-09,2020-04-01,118,81,"Kuruman 34",8,"KR13F043",8,205,-0.180487805,1,1
"KR10M013","Male",2019-09-09,2020-04-02,129,147,"Kuruman 34",8,"KR13F043",8,206,0.087378641,1,1
"KR34F006","Female",2019-09-11,2020-04-02,70,78,"Kuruman 34",8,"KR13F043",8,204,0.039215686,1,1
"KR34M002","Male",2019-09-09,2020-04-02,86,100,"Kuruman 34",8,"KR13F043",8,206,0.067961165,1,1
"KR13F040","Female",2017-05-02,2017-10-09,111,117,"Kuruman 35",1,NA,1,160,0.0375,1,1
"KR13F040","Female",2017-10-09,2018-03-23,117,121,"Kuruman 35",1,NA,1,165,0.024242424,1,1
"KR13F040","Female",2018-03-23,2018-10-15,121,119,"Kuruman 35",1,NA,1,206,-0.009708738,1,1
"KR36M007","Male",2018-04-17,2019-04-04,155,135,"Kuruman 36",9,"KR1F004",5,352,-0.056818182,0,1
"KR35M002","Male",2019-04-05,2019-10-06,65,94,"Kuruman 35",5,"KR13F040",7,184,0.157608696,1,1
"KR35F003","Female",2019-04-05,2019-10-06,42,71,"Kuruman 35",5,"KR13F040",7,184,0.157608696,1,1
"KR35F001","Female",2019-04-04,2019-10-06,55,79,"Kuruman 35",5,"KR13F040",7,185,0.12972973,1,1
"KR36M007","Male",2019-04-04,2019-10-06,135,143,"Kuruman 35",5,"KR13F040",7,185,0.043243243,1,1
"KR35F003","Female",2019-10-06,2020-04-13,71,80,"Kuruman 35",7,"KR13F040",9,190,0.047368421,1,1
"KR35F004","Female",2019-10-06,2020-04-13,24,72,"Kuruman 35",7,"KR13F040",9,190,0.252631579,1,1
"KR35M005","Male",2019-10-07,2020-04-13,27,81,"Kuruman 35",7,"KR13F040",9,189,0.285714286,1,1
"KR36M007","Male",2019-10-06,2020-04-13,143,165,"Kuruman 35",7,"KR13F040",9,190,0.115789474,1,1
"KR35M002","Male",2019-10-06,2020-04-14,94,107,"Kuruman 35",7,"KR13F040",9,191,0.068062827,1,1
"KR36F006","Female",2017-05-09,2017-10-09,89,102,"Kuruman 36",14,"KR1F004",14,153,0.08496732,1,1
"KR36F010","Female",2017-05-09,2017-10-09,36,78,"Kuruman 36",14,"KR1F004",14,153,0.274509804,1,1
"KR36M005","Male",2017-05-08,2017-10-09,35,89,"Kuruman 36",14,"KR1F004",14,154,0.350649351,1,1
"KR36M001","Male",2017-05-08,2017-10-09,117,136,"Kuruman 36",14,"KR1F004",14,154,0.123376623,1,1
"KR36F004","Female",2017-05-08,2017-10-09,77,97,"Kuruman 36",14,"KR1F004",14,154,0.12987013,1,1
"KR36F009","Female",2017-05-09,2017-10-09,101,121,"Kuruman 36",14,"KR1F004",14,153,0.130718954,1,1
"KR36M007","Male",2017-05-09,2017-10-09,38,92,"Kuruman 36",14,"KR1F004",14,153,0.352941176,1,1
"KR36F003","Female",2017-05-08,2017-10-10,77,93,"Kuruman 36",14,"KR1F004",14,155,0.103225806,1,1
"KR36F008","Female",2017-05-09,2017-10-10,97,114,"Kuruman 36",14,"KR1F004",14,154,0.11038961,1,1
"KR13M005","Male",2017-05-08,2017-10-10,175,181,"Kuruman 36",14,"KR1F004",14,155,0.038709677,1,1
"KR36M002","Male",2017-05-08,2017-10-10,74,98,"Kuruman 36",14,"KR1F004",14,155,0.15483871,1,1
"KR36F012","Female",2017-05-10,2017-10-10,149,154,"Kuruman 36",14,"KR1F004",14,153,0.032679739,1,1
"KR36M007","Male",2017-10-09,2018-04-17,92,155,"Kuruman 36",14,"KR1F004",9,190,0.331578947,1,0
"KR36F003","Female",2017-10-10,2018-04-18,93,130,"Kuruman 36",14,"KR1F004",9,190,0.194736842,1,0
"KR36F004","Female",2017-10-09,2018-04-19,97,116,"Kuruman 36",14,"KR1F004",9,192,0.098958333,1,0
"KR36F006","Female",2017-10-09,2018-04-20,102,121,"Kuruman 36",14,"KR1F004",9,193,0.098445596,1,0
"KR36F010","Female",2017-10-09,2018-04-20,78,90,"Kuruman 36",14,"KR1F004",9,193,0.062176166,1,0
"KR13M005","Male",2017-10-10,2018-04-21,181,203,"Kuruman 36",14,"KR1F004",9,193,0.113989637,1,0
"KR36M015","Male",2018-04-18,2018-10-13,114,139,"Kuruman 36",9,"KR1F004",12,178,0.140449438,0,0
"KR36M014","Male",2018-04-19,2018-10-14,53,107,"Kuruman 36",9,"KR1F004",12,178,0.303370787,0,0
"KR36F010","Female",2018-04-20,2018-10-14,90,109,"Kuruman 36",9,"KR1F004",12,177,0.107344633,0,0
"KR13M005","Male",2018-04-21,2018-10-14,203,167,"Kuruman 36",9,"KR1F004",12,176,-0.204545455,0,0
"KR36F003","Female",2018-04-18,2018-10-14,130,122,"Kuruman 36",9,"KR1F004",12,179,-0.044692737,0,0
"KR36M017","Male",2018-10-13,2019-04-15,71,152,"Kuruman 36",12,"KR1F004",15,184,0.440217391,0,0
"KR36F020","Female",2018-10-14,2019-04-15,113,143,"Kuruman 36",12,"KR1F004",15,183,0.163934426,0,0
"KR36F019","Female",2018-10-14,2019-04-15,68,98,"Kuruman 36",12,"KR1F004",15,183,0.163934426,0,0
"KR36M014","Male",2018-10-14,2019-04-15,107,175,"Kuruman 36",12,"KR1F004",15,183,0.371584699,0,0
"KR36F018","Female",2018-10-13,2019-04-15,73,110,"Kuruman 36",12,"KR1F004",15,184,0.201086957,0,0
"KR36F003","Female",2018-10-14,2019-04-16,122,139,"Kuruman 36",12,"KR1F004",15,184,0.092391304,0,0
"KR36F012","Female",2018-10-14,2019-04-16,153,184,"Kuruman 36",12,"KR1F004",15,184,0.168478261,0,0
"KR36M016","Male",2018-10-13,2019-04-17,85,156,"Kuruman 36",12,"KR1F004",15,186,0.38172043,0,0
"KR13M005","Male",2018-10-14,2019-04-17,167,192,"Kuruman 36",12,"KR1F004",15,185,0.135135135,0,0
"KR36F018","Female",2019-04-15,2019-10-31,110,114,"Kuruman 36",15,"KR1F004",4,199,0.020100503,0,0
"KR36F019","Female",2019-04-15,2019-10-31,98,98,"Kuruman 36",15,"KR1F004",4,199,0,0,0
"KR36F018","Female",2019-10-31,2020-05-11,114,125,"Kuruman 36",4,NA,8,193,0.056994819,0,1
"KR36F010","Female",2019-10-31,2020-05-11,113,115,"Kuruman 36",4,NA,8,193,0.010362694,0,1
"KR36F019","Female",2019-10-31,2020-05-12,98,110,"Kuruman 36",4,NA,8,194,0.06185567,0,1
"KR36M001","Male",2017-10-09,2018-04-06,136,183,"Kuruman 36",14,"KR1F004",3,179,0.262569832,1,1
"KR13F058","Female",2018-04-06,2018-11-27,83,93,"Kuruman 39",3,"KR13F019",5,235,0.042553191,1,0
"KR36M001","Male",2018-04-06,2018-11-27,183,141,"Kuruman 39",3,"KR13F019",5,235,-0.178723404,1,0
"KR39M001","Male",2018-11-28,2019-03-19,48,63,"Kuruman 39",5,"KR13F019",5,111,0.135135135,0,1
"KR13F058","Female",2018-11-27,2019-03-20,93,104,"Kuruman 39",5,"KR13F019",5,113,0.097345133,0,1
"KR39M002","Male",2018-11-27,2019-03-20,51,75,"Kuruman 39",5,"KR13F019",5,113,0.212389381,0,1
"KR36M001","Male",2018-11-27,2019-03-20,141,156,"Kuruman 39",5,"KR13F019",5,113,0.132743363,0,1
"KR36M001","Male",2019-03-20,2019-09-16,156,158,"Kuruman 39",5,"KR13F019",6,180,0.011111111,1,1
"KR39M001","Male",2019-03-19,2019-09-17,63,90,"Kuruman 39",5,"KR13F019",6,182,0.148351648,1,1
"KR39M002","Male",2019-03-20,2019-09-17,75,102,"Kuruman 39",5,"KR13F019",6,181,0.149171271,1,1
"KR39M001","Male",2019-09-17,2020-03-16,90,113,"Kuruman 39",6,"KR13F019",6,181,0.127071823,1,0
"KR36M001","Male",2019-09-16,2020-03-16,158,168,"Kuruman 39",6,"KR13F019",6,182,0.054945055,1,0
"KR39M003","Male",2019-09-17,2020-03-17,26,56,"Kuruman 39",6,"KR13F019",6,182,0.164835165,1,0
"KR39M004","Male",2019-09-17,2020-03-17,29,72,"Kuruman 39",6,"KR13F019",6,182,0.236263736,1,0
"KR13F050","Female",2018-04-30,2018-09-16,129,125,"Kuruman 40",1,NA,1,139,-0.028776978,1,1
"KR13F050","Female",2018-09-16,2019-04-12,125,137,"Kuruman 40",1,NA,1,208,0.057692308,1,1
"KR10M019","Male",2018-03-17,2018-10-16,174,181,"Kuruman 10",17,"KR10F004",3,213,0.03286385,1,1
"KR10M019","Male",2018-10-16,2019-03-13,181,186,"Kuruman 42",3,"KR1F022",6,148,0.033783784,1,0
"KR42F001","Female",2018-10-17,2019-03-13,46,70,"Kuruman 42",3,"KR1F022",6,147,0.163265306,1,0
"KR42M004","Male",2019-03-13,2019-10-06,12,69,"Kuruman 42",6,"KR1F022",7,207,0.275362319,0,1
"KR42F002","Female",2019-03-12,2019-10-06,53,88,"Kuruman 42",6,"KR1F022",7,208,0.168269231,0,1
"KR42F001","Female",2019-03-13,2019-10-06,70,91,"Kuruman 42",6,"KR1F022",7,207,0.101449275,0,1
"KR42M003","Male",2019-03-13,2019-10-07,15,72,"Kuruman 42",6,"KR1F022",7,208,0.274038462,0,1
"KR10M019","Male",2019-03-13,2019-10-09,186,178,"Kuruman 42",6,"KR1F022",7,210,-0.038095238,0,1
"KR42F002","Female",2019-10-06,2020-03-09,88,92,"Kuruman 42",7,"KR1F022",7,155,0.025806452,1,0
"KR42F005","Female",2019-10-09,2020-03-10,77,88,"Kuruman 42",7,"KR1F022",7,153,0.071895425,1,0
"KR42M004","Male",2019-10-06,2020-03-10,69,94,"Kuruman 42",7,"KR1F022",7,156,0.16025641,1,0
"KR42M003","Male",2019-10-07,2020-03-11,72,93,"Kuruman 42",7,"KR1F022",7,156,0.134615385,1,0
"KR42F001","Female",2019-10-06,2020-03-14,91,103,"Kuruman 42",7,"KR1F022",7,160,0.075,1,0
"KR10M019","Male",2019-10-09,2020-03-14,178,192,"Kuruman 42",7,"KR1F022",7,157,0.089171975,1,0
"KR13M054","Male",2018-04-20,2018-11-23,179,194,"Kuruman 28",8,"KR28F001",5,217,0.069124424,1,1
"KR43F003","Female",2018-11-26,2019-03-19,43,54,"Kuruman 43",5,"KR13F038",5,113,0.097345133,1,1
"KR43M001","Male",2018-11-24,2019-03-20,37,63,"Kuruman 43",5,"KR13F038",5,116,0.224137931,1,1
"KR13M054","Male",2018-11-23,2019-03-21,194,188,"Kuruman 43",5,"KR13F038",5,118,-0.050847458,1,1
"KR43F002","Female",2019-03-20,2019-09-16,66,96,"Kuruman 43",5,"KR13F038",7,180,0.166666667,1,0
"KR43F003","Female",2019-03-19,2019-09-16,54,77,"Kuruman 43",5,"KR13F038",7,181,0.127071823,1,0
"KR13M054","Male",2019-03-21,2019-09-17,188,185,"Kuruman 43",5,"KR13F038",7,180,-0.016666667,1,0
"KR43F003","Female",2019-09-16,2020-03-16,77,92,"Kuruman 43",7,"KR13F038",10,182,0.082417582,0,1
"KR43F002","Female",2019-09-16,2020-03-16,96,110,"Kuruman 43",7,"KR13F038",10,182,0.076923077,0,1
"KR43F004","Female",2019-09-16,2020-03-16,28,67,"Kuruman 43",7,"KR13F038",10,182,0.214285714,0,1
"KR13M054","Male",2019-09-17,2020-03-17,185,196,"Kuruman 43",7,"KR13F038",10,182,0.06043956,0,1
"KR43M005","Male",2019-09-19,2020-03-17,35,82,"Kuruman 43",7,"KR13F038",10,180,0.261111111,0,1
"KR43F006","Female",2019-09-18,2020-03-17,27,69,"Kuruman 43",7,"KR13F038",10,181,0.232044199,0,1
"KR31M003","Male",2019-09-30,2020-03-23,170,172,"Kuruman 45",2,"KR45F001",3,175,0.011428571,1,1
"KR46F001","Female",2019-04-03,2019-10-02,119,123,"Kuruman 46",1,NA,1,182,0.021978022,1,1
"KR46F001","Female",2019-10-02,2020-05-20,123,128,"Kuruman 46",1,NA,1,231,0.021645022,1,0
"KR47F001","Female",2019-10-21,2020-03-26,116,127,"Kuruman 47",1,NA,1,157,0.070063694,1,1
"KR31F004","Female",2019-10-23,2020-03-27,144,146,"Kuruman 48",1,NA,1,156,0.012820513,1,1
"KR49M008","Male",2019-10-28,2020-05-19,102,114,"Kuruman 49",17,"KR49F016",13,204,0.058823529,1,1
"KR49F009","Female",2019-10-28,2020-05-19,57,80,"Kuruman 49",17,"KR49F016",13,204,0.112745098,1,1
"KR49M007","Male",2019-10-28,2020-05-19,100,120,"Kuruman 49",17,"KR49F016",13,204,0.098039216,1,1
"KR49M004","Male",2019-10-28,2020-05-20,63,90,"Kuruman 49",17,"KR49F016",13,205,0.131707317,1,1
"KR49M014","Female",2019-10-29,2020-05-20,72,99,"Kuruman 49",17,"KR49F016",13,204,0.132352941,1,1
"L26M001","Male",2019-10-29,2020-05-20,170,176,"Kuruman 49",17,"KR49F016",13,204,0.029411765,1,1
"KR49M011","Male",2019-10-29,2020-05-20,104,144,"Kuruman 49",17,"KR49F016",13,204,0.196078431,1,1
"KR49M001","Male",2019-10-28,2020-05-20,108,131,"Kuruman 49",17,"KR49F016",13,205,0.112195122,1,1
"KR20F009","Female",2019-03-27,2020-03-24,87,112,"Kuruman 20",17,"KR8F003",1,363,0.068870523,1,1
"KR49M010","Male",2019-10-29,2020-05-18,131,155,"Kuruman 49",17,"KR49F016",2,202,0.118811881,1,1
"KR7F007","Female",2013-12-05,2014-08-06,137,124,"Kuruman 7",17,"KR7F010",6,244,-0.053278689,1,1
"KR7F012","Female",2013-12-06,2014-08-06,49,76,"Kuruman 7",17,"KR7F010",6,243,0.111111111,1,1
"KR7F006","Female",2013-12-05,2014-08-08,52,82,"Kuruman 7",17,"KR7F010",6,246,0.12195122,1,1
"KR7F015","Female",2013-12-06,2014-08-08,93,100,"Kuruman 7",17,"KR7F010",6,245,0.028571429,1,1
"KR7M014","Male",2013-12-06,2014-08-08,91,120,"Kuruman 7",17,"KR7F010",6,245,0.118367347,1,1
"KR7M016","Male",2013-12-06,2014-08-08,63,99,"Kuruman 7",17,"KR7F010",6,245,0.146938776,1,1
"KR7M016","Male",2014-08-08,2015-03-03,99,112,"Kuruman 7",6,NA,5,207,0.062801932,1,1
"KR7F006","Female",2014-08-08,2015-03-04,82,94,"Kuruman 7",6,NA,5,208,0.057692308,1,1
"KR7F007","Female",2014-08-06,2015-03-04,124,125,"Kuruman 7",6,NA,5,210,0.004761905,1,1
"KR7F012","Female",2014-08-06,2015-03-04,76,91,"Kuruman 7",6,NA,5,210,0.071428571,1,1
"KR7M014","Male",2014-08-08,2015-03-04,120,138,"Kuruman 7",6,NA,5,208,0.086538462,1,1
"KR7F007","Female",2015-03-04,2016-02-16,125,138,"Kuruman 7",5,NA,2,349,0.037249284,1,1
"KR7F012","Female",2015-03-04,2016-02-17,91,122,"Kuruman 7",5,NA,2,350,0.088571429,1,1
"KR7F007","Female",2016-02-16,2016-09-05,138,135,"Kuruman 7",2,NA,1,202,-0.014851485,1,1
"KR7F007","Female",2016-09-05,2017-02-07,135,131,"Kuruman 7",1,NA,1,155,-0.025806452,1,1
"KR7F007","Female",2017-02-07,2017-08-14,131,132,"Kuruman 7",1,NA,1,188,0.005319149,1,0
"KR27M004","Male",2018-04-20,2018-11-14,128,140,"Kuruman 7",2,"KR7F007",4,208,0.057692308,1,0
"KR7M018","Male",2018-11-14,2019-03-09,35,67,"Kuruman 7",4,"KR7F007",6,115,0.27826087,0,1
"KR7F019","Female",2018-11-14,2019-03-10,31,54,"Kuruman 7",4,"KR7F007",6,116,0.198275862,0,1
"KR7M018","Male",2019-03-09,2019-09-30,67,110,"Kuruman 7",6,"KR7F007",11,205,0.209756098,1,1
"KR7F020","Female",2019-03-10,2019-09-30,59,95,"Kuruman 7",6,"KR7F007",11,204,0.176470588,1,1
"KR7M021","Male",2019-03-10,2019-10-01,51,97,"Kuruman 7",6,"KR7F007",11,205,0.224390244,1,1
"KR7F019","Female",2019-03-10,2019-10-01,54,88,"Kuruman 7",6,"KR7F007",11,205,0.165853659,1,1
"KR7M022","Male",2019-09-30,2020-05-20,47,95,"Kuruman 7",11,"KR7F007",6,233,0.206008584,1,0
"KR7F020","Female",2019-09-30,2020-05-20,95,106,"Kuruman 7",11,"KR7F007",6,233,0.0472103,1,0
"KR7F023","Female",2019-10-01,2020-05-20,38,75,"Kuruman 7",11,"KR7F007",6,232,0.159482759,1,0
"KR27M004","Male",2019-10-02,2020-05-20,137,142,"Kuruman 7",11,"KR7F007",6,231,0.021645022,1,0
"KR8F002","Female",2013-12-03,2014-08-05,99,97,"Kuruman 8",6,NA,2,245,-0.008163265,1,1
"KR8F005","Female",2013-12-05,2014-08-06,123,123,"Kuruman 8",6,NA,2,244,0,1,1
"KR8F002","Female",2014-08-05,2015-03-02,97,112,"Kuruman 8",2,NA,2,209,0.071770335,1,1
"KR8F005","Female",2014-08-06,2015-03-02,123,141,"Kuruman 8",2,NA,2,208,0.086538462,1,1
"KR13M033","Male",2016-04-12,2017-02-07,122,163,"Kuruman 13",24,"KR13F013",12,301,0.136212625,1,1
"KR10M007","Male",2016-04-26,2017-02-07,101,182,"Kuruman 10",10,"KR10F004",12,287,0.282229965,1,1
"KR8M011","Male",2017-02-06,2017-08-14,154,153,"Kuruman 8",12,"KR8F002",11,189,-0.005291005,1,1
"KR8M010","Male",2017-02-07,2017-08-14,66,101,"Kuruman 8",12,"KR8F002",11,188,0.186170213,1,1
"KR8F012","Female",2017-02-08,2017-08-14,57,94,"Kuruman 8",12,"KR8F002",11,187,0.197860963,1,1
"KR8F009","Female",2017-02-06,2017-08-16,57,105,"Kuruman 8",12,"KR8F002",11,191,0.251308901,1,1
"KR8M013","Male",2017-02-08,2017-08-16,90,143,"Kuruman 8",12,"KR8F002",11,189,0.28042328,1,1
"KR8F012","Female",2017-08-14,2018-04-30,94,130,"Kuruman 8",11,"KR8F002",16,259,0.138996139,1,0
"KR8M019","Male",2017-08-15,2018-05-01,72,122,"Kuruman 8",11,"KR8F002",16,259,0.193050193,1,0
"KR8F016","Female",2017-08-14,2018-05-02,69,93,"Kuruman 8",11,"KR8F002",16,261,0.091954023,1,0
"KR8M013","Male",2017-08-16,2018-05-02,143,175,"Kuruman 8",11,"KR8F002",16,259,0.123552124,1,0
"KR8M018","Male",2017-08-15,2018-05-02,50,121,"Kuruman 8",11,"KR8F002",16,260,0.273076923,1,0
"KR8M013","Male",2018-05-02,2018-11-05,175,180,"Kuruman 8",16,"KR8F002",16,187,0.026737968,0,0
"KR8M022","Male",2018-05-02,2018-11-05,75,108,"Kuruman 8",16,"KR8F002",16,187,0.176470588,0,0
"KR8F021","Female",2018-05-01,2018-11-06,47,102,"Kuruman 8",16,"KR8F002",16,189,0.291005291,0,0
"KR8M026","Male",2018-05-02,2018-11-07,64,124,"Kuruman 8",16,"KR8F002",16,189,0.317460317,0,0
"KR8M020","Male",2018-04-30,2018-11-07,45,96,"Kuruman 8",16,"KR8F002",16,191,0.267015707,0,0
"KR8F012","Female",2018-04-30,2018-11-08,130,161,"Kuruman 8",16,"KR8F002",16,192,0.161458333,0,0
"KR8M018","Male",2018-05-02,2018-11-09,121,128,"Kuruman 8",16,"KR8F002",16,191,0.036649215,0,0
"KR8M023","Male",2018-11-07,2019-03-10,107,145,"Kuruman 8",16,NA,15,123,0.308943089,0,0
"KR8M026","Male",2018-11-07,2019-03-10,124,143,"Kuruman 8",16,NA,15,123,0.154471545,0,0
"KR8M020","Male",2018-11-07,2019-03-10,96,119,"Kuruman 8",16,NA,15,123,0.18699187,0,0
"KR7M016","Male",2018-11-07,2019-03-10,160,168,"Kuruman 8",16,NA,15,123,0.06504065,0,0
"KR8M022","Male",2018-11-05,2019-03-10,108,137,"Kuruman 8",16,NA,15,125,0.232,0,0
"KR8M024","Male",2018-11-09,2019-03-10,100,120,"Kuruman 8",16,NA,15,121,0.165289256,0,0
"KR8M011","Male",2018-11-09,2019-03-10,192,203,"Kuruman 8",16,NA,15,121,0.090909091,0,0
"KR8F027","Female",2018-11-06,2019-03-10,62,87,"Kuruman 8",16,NA,15,124,0.201612903,0,0
"KR8F029","Female",2018-11-09,2019-03-10,69,95,"Kuruman 8",16,NA,15,121,0.214876033,0,0
"KR8M013","Male",2018-11-05,2019-03-10,180,198,"Kuruman 8",16,NA,15,125,0.144,0,0
"KR8F030","Female",2019-03-10,2019-10-15,41,117,"Kuruman 8",15,"KR8F012",15,219,0.347031963,0,1
"KR8M032","Male",2019-03-10,2019-10-15,47,106,"Kuruman 8",15,"KR8F012",15,219,0.269406393,0,1
"KR8M024","Male",2019-03-10,2019-10-15,120,131,"Kuruman 8",15,"KR8F012",15,219,0.050228311,0,1
"KR8F031","Female",2019-03-10,2019-10-15,46,106,"Kuruman 8",15,"KR8F012",15,219,0.273972603,0,1
"KR7M016","Male",2019-03-10,2019-10-16,168,165,"Kuruman 8",15,"KR8F012",15,220,-0.013636364,0,1
"KR8F027","Female",2019-03-10,2019-10-16,87,115,"Kuruman 8",15,"KR8F012",15,220,0.127272727,0,1
"KR8M013","Male",2019-03-10,2019-10-16,198,190,"Kuruman 8",15,"KR8F012",15,220,-0.036363636,0,1
"KR8M011","Male",2019-03-10,2019-10-16,203,195,"Kuruman 8",15,"KR8F012",15,220,-0.036363636,0,1
"KR8F027","Female",2019-10-16,2020-04-20,115,118,"Kuruman 8",15,"KR8F012",22,187,0.016042781,1,1
"KR8M011","Male",2019-10-16,2020-04-20,195,204,"Kuruman 8",15,"KR8F012",22,187,0.048128342,1,1
"KR8M034","Male",2019-10-16,2020-04-20,67,107,"Kuruman 8",15,"KR8F012",22,187,0.213903743,1,1
"KR8M035","Male",2019-10-16,2020-04-20,80,120,"Kuruman 8",15,"KR8F012",22,187,0.213903743,1,1
"KR8F030","Female",2019-10-15,2020-04-20,117,128,"Kuruman 8",15,"KR8F012",22,188,0.058510638,1,1
"KR8M024","Male",2019-10-15,2020-04-20,131,138,"Kuruman 8",15,"KR8F012",22,188,0.037234043,1,1
"KR8F036","Female",2019-10-16,2020-04-20,48,84,"Kuruman 8",15,"KR8F012",22,187,0.192513369,1,1
"KR8F038","Female",2019-10-17,2020-04-20,48,83,"Kuruman 8",15,"KR8F012",22,186,0.188172043,1,1
"KR7M016","Male",2019-10-16,2020-04-20,165,169,"Kuruman 8",15,"KR8F012",22,187,0.021390374,1,1
"KR8M037","Male",2019-10-16,2020-04-20,54,100,"Kuruman 8",15,"KR8F012",22,187,0.245989305,1,1
"KR8F033","Female",2019-10-16,2020-04-21,77,104,"Kuruman 8",15,"KR8F012",22,188,0.143617021,1,1
"KR8M032","Male",2019-10-15,2020-04-21,106,125,"Kuruman 8",15,"KR8F012",22,189,0.100529101,1,1
"KR8F031","Female",2019-10-15,2020-04-21,106,110,"Kuruman 8",15,"KR8F012",22,189,0.021164021,1,1
"KR8M013","Male",2019-10-16,2020-04-21,190,189,"Kuruman 8",15,"KR8F012",22,188,-0.005319149,1,1
"L10M001","Male",2016-09-22,2017-06-21,141,146,"Lonely 10",3,"L10F003",8,272,0.018382353,0,1
"L10F002","Female",2016-09-22,2017-06-21,26,71,"Lonely 10",3,"L10F003",8,272,0.165441176,0,1
"L11F014","Female",2013-09-24,2014-03-02,120,140,"Lonely 11",25,"L11F025",16,159,0.125786164,1,1
"L11F004","Female",2013-09-23,2014-03-02,89,107,"Lonely 11",25,"L11F025",16,160,0.1125,1,1
"L11F016","Female",2013-09-24,2014-03-02,91,95,"Lonely 11",25,"L11F025",16,159,0.025157233,1,1
"L11M023","Male",2013-09-25,2014-03-02,78,106,"Lonely 11",25,"L11F025",16,158,0.17721519,1,1
"L11F024","Female",2013-09-25,2014-03-02,90,101,"Lonely 11",25,"L11F025",16,158,0.069620253,1,1
"L11F019","Female",2013-09-24,2014-03-02,85,101,"Lonely 11",25,"L11F025",16,159,0.100628931,1,1
"L11M013","Male",2013-09-24,2014-03-03,152,150,"Lonely 11",25,"L11F025",16,160,-0.0125,1,1
"L11M001","Male",2013-09-23,2014-03-03,130,138,"Lonely 11",25,"L11F025",16,161,0.049689441,1,1
"L11M002","Male",2013-09-23,2014-03-03,170,160,"Lonely 11",25,"L11F025",16,161,-0.062111801,1,1
"L11M008","Male",2013-09-23,2014-03-03,55,102,"Lonely 11",25,"L11F025",16,161,0.291925466,1,1
"L11M022","Male",2013-09-24,2014-03-03,112,129,"Lonely 11",25,"L11F025",16,160,0.10625,1,1
"L11F009","Female",2013-09-23,2014-03-03,82,96,"Lonely 11",25,"L11F025",16,161,0.086956522,1,1
"L11F003","Female",2013-09-23,2014-03-04,111,121,"Lonely 11",25,"L11F025",16,162,0.061728395,1,1
"L11M010","Male",2013-09-24,2014-03-05,104,117,"Lonely 11",25,"L11F025",16,162,0.080246914,1,1
"L11F004","Female",2014-03-02,2014-09-17,107,135,"Lonely 11",16,NA,9,199,0.140703518,1,1
"L11M023","Male",2014-03-02,2014-09-17,106,141,"Lonely 11",16,NA,9,199,0.175879397,1,1
"L11F016","Female",2014-03-02,2014-09-18,95,123,"Lonely 11",16,NA,9,200,0.14,1,1
"L11M008","Male",2014-03-03,2014-09-18,102,125,"Lonely 11",16,NA,9,199,0.115577889,1,1
"L11F024","Female",2014-03-02,2014-09-19,101,128,"Lonely 11",16,NA,9,201,0.134328358,1,1
"L11F019","Female",2014-03-02,2014-09-20,101,128,"Lonely 11",16,NA,9,202,0.133663366,1,1
"L11F003","Female",2014-03-04,2014-09-21,121,156,"Lonely 11",16,NA,9,201,0.174129353,1,1
"L11F004","Female",2014-09-17,2015-03-23,135,126,"Lonely 11",9,NA,8,187,-0.048128342,1,1
"L11F019","Female",2014-09-20,2015-03-23,128,132,"Lonely 11",9,NA,8,184,0.02173913,1,1
"L11M008","Male",2014-09-18,2015-03-23,125,143,"Lonely 11",9,NA,8,186,0.096774194,1,1
"L11M023","Male",2014-09-17,2015-03-24,141,153,"Lonely 11",9,NA,8,188,0.063829787,1,1
"L13F006","Female",2013-09-30,2014-03-01,115,123,"Lonely 13",12,"L13F009",10,152,0.052631579,1,1
"L13M007","Male",2013-09-30,2014-03-01,128,169,"Lonely 13",12,"L13F009",10,152,0.269736842,1,1
