"AnimalID","GroupID","Location","TrappingPeriod","DateofCapture","CaptureStart","GroupSize","Sex","weight","firstcapturedate","Time.days","Time.years","statecode","BodyLength"
"KR10F005","Kuruman 10","KRR",4,2015-10-08,"07/10/2015",5,"Female",111,"28/07/2014",437,1.196440794,"femalenonbreeder",16.65
"KR10F005","Kuruman 10","KRR",5,2016-04-26,"25/04/2016",10,"Female",113,"28/07/2014",638,1.746748802,"femalenonbreeder",16.8
"KR10F022","Kuruman 10","KRR",10,2018-10-04,"02/10/2018",16,"Female",124,"20/08/2017",410,1.122518823,"femalenonbreeder",18
"KR10F022","Kuruman 10","KRR",12,2019-09-09,"09/09/2019",19,"Female",112,"20/08/2017",750,2.05338809,"femalenonbreeder",18.1
"KR10F022","Kuruman 10","KRR",13,2020-03-09,"08/03/2020",16,"Female",130,"20/08/2017",932,2.551676934,"femalenonbreeder",17.5
"KR10F024","Kuruman 10","KRR",9,2018-03-18,"17/03/2018",17,"Female",97,"21/08/2017",209,0.572210815,"femalenonbreeder",16.25
"KR10F024","Kuruman 10","KRR",11,2019-03-13,"12/03/2019",20,"Female",111,"21/08/2017",569,1.557837098,"femalenonbreeder",16.6
"KR10F024","Kuruman 10","KRR",12,2019-09-10,"09/09/2019",19,"Female",101,"21/08/2017",750,2.05338809,"femalenonbreeder",16.65
"KR10F024","Kuruman 10","KRR",13,2020-03-09,"08/03/2020",16,"Female",120,"21/08/2017",931,2.548939083,"femalenonbreeder",16.75
"KR11F001","Kuruman 11","KRR",1,2014-04-12,"12/04/2014",1,"Female",119,"12/04/2014",0,0,"single",17.65
"KR11F001","Kuruman 11","KRR",2,2014-09-13,"13/09/2014",1,"Female",134,"12/04/2014",154,0.421629021,"single",17.59
"KR11F001","Kuruman 11","KRR",3,2015-04-08,"07/04/2015",1,"Female",137,"12/04/2014",361,0.988364134,"single",17.55
"KR11F001","Kuruman 11","KRR",4,2015-10-07,"07/10/2015",1,"Female",135,"12/04/2014",543,1.486652977,"single",17.85
"KR11F001","Kuruman 11","KRR",5,2016-05-04,"02/05/2016",1,"Female",142,"12/04/2014",753,2.061601643,"single",17.4
"KR11F002","Kuruman 11","KRR",8,2017-08-19,"19/08/2017",11,"Female",94,"20/02/2017",180,0.492813142,"femalenonbreeder",16.6
"KR11F002","Kuruman 11","KRR",9,2018-03-18,"17/03/2018",15,"Female",119,"20/02/2017",391,1.070499658,"femalenonbreeder",17.35
"KR11F002","Kuruman 11","KRR",10,2018-10-03,"02/10/2018",16,"Female",119,"20/02/2017",590,1.615331964,"femalenonbreeder",17.9
"KR11F002","Kuruman 11","KRR",11,2019-03-14,"12/03/2019",22,"Female",133,"20/02/2017",752,2.058863792,"femalenonbreeder",18.05
"KR11F003","Kuruman 11","KRR",8,2017-08-19,"19/08/2017",11,"Female",116,"21/02/2017",179,0.490075291,"femalenonbreeder",17.3
"KR11F003","Kuruman 11","KRR",9,2018-03-19,"17/03/2018",15,"Female",133,"21/02/2017",391,1.070499658,"femalenonbreeder",18.15
"KR11F006","Kuruman 11","KRR",8,2017-08-19,"19/08/2017",11,"Female",92,"22/02/2017",178,0.48733744,"femalenonbreeder",16.5
"KR11F006","Kuruman 11","KRR",9,2018-03-17,"17/03/2018",15,"Female",112,"22/02/2017",388,1.062286105,"femalenonbreeder",17.75
"KR11F006","Kuruman 11","KRR",11,2019-03-13,"12/03/2019",22,"Female",142,"22/02/2017",749,2.05065024,"femalenonbreeder",18.1
"KR11F006","Kuruman 11","KRR",12,2019-09-23,"23/09/2019",20,"Female",121,"22/02/2017",943,2.581793292,"femalenonbreeder",18.1
"KR11F007","Kuruman 11","KRR",9,2018-03-18,"17/03/2018",15,"Female",98,"19/08/2017",211,0.577686516,"femalenonbreeder",16.8
"KR11F007","Kuruman 11","KRR",11,2019-03-13,"12/03/2019",22,"Female",128,"19/08/2017",571,1.563312799,"femalenonbreeder",18.5
"KR11F008","Kuruman 11","KRR",9,2018-03-18,"17/03/2018",15,"Female",107,"20/08/2017",210,0.574948665,"femalenonbreeder",17.55
"KR11F008","Kuruman 11","KRR",10,2018-10-04,"02/10/2018",16,"Female",121,"20/08/2017",410,1.122518823,"femalenonbreeder",17.5
"KR11F008","Kuruman 11","KRR",11,2019-03-13,"12/03/2019",22,"Female",122,"20/08/2017",570,1.560574949,"femalenonbreeder",17.65
"KR11F008","Kuruman 11","KRR",12,2019-09-25,"23/09/2019",20,"Female",111,"20/08/2017",766,2.097193703,"femalenonbreeder",17.15
"KR11F008","Kuruman 11","KRR",13,2020-04-01,"30/03/2020",17,"Female",104,"20/08/2017",955,2.614647502,"femalenonbreeder",17.45
"KR11F013","Kuruman 11","KRR",11,2019-03-13,"12/03/2019",22,"Female",92,"19/03/2018",359,0.982888433,"femalenonbreeder",16.7
"KR11F013","Kuruman 11","KRR",12,2019-09-26,"23/09/2019",20,"Female",79,"19/03/2018",556,1.522245038,"femalenonbreeder",16.95
"KR11F015","Kuruman 11","KRR",10,2018-10-02,"02/10/2018",16,"Female",91,"20/03/2018",196,0.536618754,"femalenonbreeder",16.2
"KR11F015","Kuruman 11","KRR",11,2019-03-14,"12/03/2019",22,"Female",115,"20/03/2018",359,0.982888433,"femalenonbreeder",16.75
"KR11F015","Kuruman 11","KRR",12,2019-09-24,"23/09/2019",20,"Female",99,"20/03/2018",553,1.514031485,"femalenonbreeder",16.75
"KR11F015","Kuruman 11","KRR",13,2020-03-31,"30/03/2020",17,"Female",104,"20/03/2018",742,2.031485284,"femalenonbreeder",16.7
"KR11F016","Kuruman 11","KRR",13,2020-04-01,"30/03/2020",17,"Female",85,"03/10/2018",546,1.49486653,"femalenonbreeder",17.1
"KR11M012","Kuruman 11","KRR",11,2019-03-13,"12/03/2019",22,"Female",100,"18/03/2018",360,0.985626283,"femalenonbreeder",16.25
"KR11M012","Kuruman 11","KRR",12,2019-09-25,"23/09/2019",20,"Female",90,"18/03/2018",556,1.522245038,"femalenonbreeder",16.15
"KR13F002","Kuruman 13","KRR",1,2014-01-22,"22/01/2014",26,"Female",99,"22/01/2014",0,0,"femalenonbreeder",17.6
"KR13F002","Kuruman 13","KRR",2,2014-08-06,"05/08/2014",21,"Female",103,"22/01/2014",196,0.536618754,"femalenonbreeder",18.2
"KR13F002","Kuruman 13","KRR",3,2015-02-10,"10/02/2015",23,"Female",113,"22/01/2014",384,1.051334702,"femalenonbreeder",18.6
"KR13F002","Kuruman 16","KRR",5,2016-05-30,"30/05/2016",1,"Female",139,"22/01/2014",859,2.351813826,"single",19.05
"KR13F006","Kuruman 13","KRR",1,2014-01-23,"22/01/2014",26,"Female",108,"23/01/2014",0,0,"femalenonbreeder",17.15
"KR13F006","Kuruman 13","KRR",2,2014-08-06,"05/08/2014",21,"Female",105,"23/01/2014",195,0.533880903,"femalenonbreeder",17.1
"KR13F006","Kuruman 13","KRR",4,2015-09-20,"20/09/2015",22,"Female",138,"23/01/2014",605,1.656399726,"femalenonbreeder",18.6
"KR13F006","Kuruman 27","KRR",5,2016-04-13,"12/04/2016",1,"Female",128,"23/01/2014",811,2.220396988,"single",18.3
"KR13F007","Kuruman 13","KRR",1,2014-01-23,"22/01/2014",26,"Female",120,"23/01/2014",0,0,"femalenonbreeder",17.95
"KR13F016","Kuruman 13","KRR",1,2014-01-24,"22/01/2014",26,"Female",95,"24/01/2014",0,0,"femalenonbreeder",16.6
"KR13F016","Kuruman 13","KRR",2,2014-08-06,"05/08/2014",21,"Female",118,"24/01/2014",194,0.531143053,"femalenonbreeder",17.4
"KR13F016","Kuruman 23","KRR",4,2015-09-27,"27/09/2015",1,"Female",144,"24/01/2014",611,1.672826831,"single",18.6
"KR13F016","Kuruman 23","KRR",5,2016-04-17,"17/04/2016",1,"Female",153,"24/01/2014",814,2.228610541,"single",18.45
"KR13F016","Kuruman 23","KRR",7,2017-01-17,"17/01/2017",1,"Female",156,"24/01/2014",1089,2.981519507,"single",19
"KR13F016","Kuruman 23","KRR",8,2017-08-02,"02/08/2017",1,"Female",152,"24/01/2014",1286,3.520876112,"single",19.65
"KR13F016","Kuruman 23","KRR",10,2018-09-24,"24/09/2018",1,"Female",156,"24/01/2014",1704,4.665297741,"single",19.45
"KR13F017","Kuruman 13","KRR",1,2014-01-24,"22/01/2014",26,"Female",111,"24/01/2014",0,0,"femalenonbreeder",17.6
"KR13F017","Kuruman 19","KRR",3,2015-03-30,"30/03/2015",1,"Female",125,"24/01/2014",430,1.177275838,"single",18.2
"KR13F017","Kuruman 19","KRR",4,2015-09-27,"27/09/2015",1,"Female",117,"24/01/2014",611,1.672826831,"single",17.95
"KR13F017","Kuruman 19","KRR",5,2016-03-17,"17/03/2016",1,"Female",127,"24/01/2014",783,2.143737166,"single",18.55
"KR13F018","Kuruman 13","KRR",1,2014-01-24,"22/01/2014",26,"Female",139,"24/01/2014",0,0,"femalenonbreeder",18.8
"KR13F019","Kuruman 13","KRR",2,2014-08-06,"05/08/2014",21,"Female",117,"25/01/2014",193,0.528405202,"femalenonbreeder",17.55
"KR13F019","Kuruman 13","KRR",3,2015-02-10,"10/02/2015",23,"Female",129,"25/01/2014",381,1.04312115,"femalenonbreeder",18.65
"KR13F019","Kuruman 13","KRR",4,2015-09-22,"20/09/2015",22,"Female",147,"25/01/2014",605,1.656399726,"femalenonbreeder",19.45
