AnimalID,GroupID,Location,TrappingPeriod,DateofCapture,CaptureStart,GroupSize,Sex,weight,firstcapturedate,PairedFemales,DatePairedTreated,censor,Time.days,Time.years,statecode
KR10F004,Kuruman 10,KRR,1,02/12/2013,30/11/2013,4,Female,128,02/12/2013,no,NA,NA,0,0,breeder
KR10F004,Kuruman 10,KRR,2,28/07/2014,27/07/2014,5,Female,123,02/12/2013,no,NA,NA,238,0.651608487,breeder
KR10F004,Kuruman 10,KRR,3,18/02/2015,16/02/2015,5,Female,129,02/12/2013,no,NA,NA,443,1.212867899,breeder
KR10F004,Kuruman 10,KRR,4,07/10/2015,07/10/2015,5,Female,145,02/12/2013,no,NA,NA,674,1.845311431,breeder
KR10F004,Kuruman 10,KRR,5,26/04/2016,25/04/2016,10,Female,122,02/12/2013,no,NA,NA,876,2.39835729,breeder
KR10F004,Kuruman 10,KRR,7,20/02/2017,20/02/2017,11,Female,152,02/12/2013,no,NA,NA,1176,3.219712526,breeder
KR10F004,Kuruman 10,KRR,8,20/08/2017,19/08/2017,12,Female,135,02/12/2013,no,NA,NA,1357,3.715263518,breeder
KR10F004,Kuruman 10,KRR,9,18/03/2018,17/03/2018,17,Female,143,02/12/2013,no,NA,NA,1567,4.290212183,breeder
KR10F004,Kuruman 10,KRR,10,07/10/2018,02/10/2018,16,Female,131,02/12/2013,no,NA,NA,1770,4.845995893,breeder
KR10F004,Kuruman 10,KRR,11,14/03/2019,12/03/2019,20,Female,127,02/12/2013,no,NA,NA,1928,5.278576318,breeder
KR10F004,Kuruman 10,KRR,12,10/09/2019,09/09/2019,19,Female,129,02/12/2013,no,NA,NA,2108,5.771389459,breeder
KR10F004,Kuruman 10,KRR,13,11/03/2020,08/03/2020,16,Female,144,02/12/2013,no,NA,NA,2291,6.272416153,breeder
KR10F004,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,02/12/2013,no,NA,99,2373,6.496919918,breeder
KR10F005,Kuruman 10,KRR,2,28/07/2014,27/07/2014,5,Female,28,28/07/2014,no,NA,NA,0,0,femalenonbreeder
KR10F005,Kuruman 10,KRR,3,16/02/2015,16/02/2015,5,Female,70,28/07/2014,no,NA,NA,203,0.55578371,femalenonbreeder
KR10F005,Kuruman 10,KRR,4,08/10/2015,07/10/2015,5,Female,111,28/07/2014,no,NA,NA,437,1.196440794,femalenonbreeder
KR10F005,Kuruman 10,KRR,5,26/04/2016,25/04/2016,10,Female,113,28/07/2014,no,NA,NA,638,1.746748802,femalenonbreeder
KR10F005,NA,KRR,NA,25/07/2016,25/07/2016,NA,Female,NA,28/07/2014,no,NA,NA,728,1.993155373,Dead
KR10F008,Kuruman 10,KRR,5,26/04/2016,25/04/2016,10,Female,26,26/04/2016,no,NA,NA,0,0,femalenonbreeder
KR10F008,NA,KRR,NA,25/07/2016,25/07/2016,NA,Female,NA,26/04/2016,no,NA,NA,90,0.246406571,Dead
KR10F010,Kuruman 10,KRR,5,26/04/2016,25/04/2016,10,Female,60,26/04/2016,no,NA,NA,0,0,femalenonbreeder
KR10F010,NA,KRR,NA,25/07/2016,25/07/2016,NA,Female,NA,26/04/2016,no,NA,NA,90,0.246406571,Dead
KR10F022,Kuruman 10,KRR,8,20/08/2017,19/08/2017,12,Female,61,20/08/2017,no,NA,NA,0,0,femalenonbreeder
KR10F022,Kuruman 10,KRR,10,04/10/2018,02/10/2018,16,Female,124,20/08/2017,no,NA,NA,410,1.122518823,femalenonbreeder
KR10F022,Kuruman 10,KRR,11,16/03/2019,12/03/2019,20,Female,127,20/08/2017,no,NA,NA,573,1.568788501,femalenonbreeder
KR10F022,Kuruman 10,KRR,12,09/09/2019,09/09/2019,19,Female,112,20/08/2017,no,NA,NA,750,2.05338809,femalenonbreeder
KR10F022,Kuruman 10,KRR,13,09/03/2020,08/03/2020,16,Female,130,20/08/2017,no,NA,NA,932,2.551676934,femalenonbreeder
KR10F022,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,20/08/2017,no,NA,99,1016,2.7816564,femalenonbreeder
KR10F024,Kuruman 10,KRR,8,21/08/2017,19/08/2017,12,Female,60,21/08/2017,no,NA,NA,0,0,femalenonbreeder
KR10F024,Kuruman 10,KRR,9,18/03/2018,17/03/2018,17,Female,97,21/08/2017,no,NA,NA,209,0.572210815,femalenonbreeder
KR10F024,Kuruman 10,KRR,10,04/10/2018,02/10/2018,16,Female,106,21/08/2017,no,NA,NA,409,1.119780972,femalenonbreeder
KR10F024,Kuruman 10,KRR,11,13/03/2019,12/03/2019,20,Female,111,21/08/2017,no,NA,NA,569,1.557837098,femalenonbreeder
KR10F024,Kuruman 10,KRR,12,10/09/2019,09/09/2019,19,Female,101,21/08/2017,no,NA,NA,750,2.05338809,femalenonbreeder
KR10F024,Kuruman 10,KRR,13,09/03/2020,08/03/2020,16,Female,120,21/08/2017,no,NA,NA,931,2.548939083,femalenonbreeder
KR10F024,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,21/08/2017,no,NA,99,1015,2.778918549,femalenonbreeder
KR10F036,Kuruman 10,KRR,11,15/03/2019,12/03/2019,20,Female,27,15/03/2019,no,NA,NA,0,0,femalenonbreeder
KR10F036,NA,KRR,NA,09/09/2019,09/09/2019,NA,Female,NA,15/03/2019,no,NA,NA,178,0.48733744,Dead
KR11F001,Kuruman 11,KRR,1,12/04/2014,12/04/2014,1,Female,119,12/04/2014,Paired,06/05/2016,NA,0,0,single
KR11F001,Kuruman 11,KRR,2,13/09/2014,13/09/2014,1,Female,134,12/04/2014,Paired,06/05/2016,NA,154,0.421629021,single
KR11F001,Kuruman 11,KRR,3,08/04/2015,07/04/2015,1,Female,137,12/04/2014,Paired,06/05/2016,NA,361,0.988364134,single
KR11F001,Kuruman 11,KRR,4,07/10/2015,07/10/2015,1,Female,135,12/04/2014,Paired,06/05/2016,NA,543,1.486652977,single
KR11F001,Kuruman 11,KRR,5,04/05/2016,02/05/2016,1,Female,142,12/04/2014,Paired,06/05/2016,NA,753,2.061601643,single
KR11F001,NA,KRR,NA,11/06/2016,11/06/2016,NA,Female,NA,12/04/2014,Paired,06/05/2016,99,791,2.165639973,single
KR11F002,Kuruman 11,KRR,7,20/02/2017,20/02/2017,7,Female,43,20/02/2017,no,NA,NA,0,0,femalenonbreeder
KR11F002,Kuruman 11,KRR,8,19/08/2017,19/08/2017,11,Female,94,20/02/2017,no,NA,NA,180,0.492813142,femalenonbreeder
KR11F002,Kuruman 11,KRR,9,18/03/2018,17/03/2018,15,Female,119,20/02/2017,no,NA,NA,391,1.070499658,femalenonbreeder
KR11F002,Kuruman 11,KRR,10,03/10/2018,02/10/2018,16,Female,119,20/02/2017,no,NA,NA,590,1.615331964,femalenonbreeder
KR11F002,Kuruman 11,KRR,11,14/03/2019,12/03/2019,22,Female,133,20/02/2017,no,NA,NA,752,2.058863792,femalenonbreeder
KR11F002,NA,KRR,NA,09/09/2019,09/09/2019,NA,Female,NA,20/02/2017,no,NA,NA,931,2.548939083,Dead
KR11F003,Kuruman 11,KRR,7,21/02/2017,20/02/2017,7,Female,76,21/02/2017,no,NA,NA,0,0,femalenonbreeder
KR11F003,Kuruman 11,KRR,8,19/08/2017,19/08/2017,11,Female,116,21/02/2017,no,NA,NA,179,0.490075291,femalenonbreeder
KR11F003,Kuruman 11,KRR,9,19/03/2018,17/03/2018,15,Female,133,21/02/2017,no,NA,NA,391,1.070499658,femalenonbreeder
KR11F003,NA,KRR,NA,14/09/2018,14/09/2018,NA,Female,NA,21/02/2017,no,NA,NA,570,1.560574949,Dead
KR11F006,Kuruman 11,KRR,7,22/02/2017,20/02/2017,7,Female,43,22/02/2017,no,NA,NA,0,0,femalenonbreeder
KR11F006,Kuruman 11,KRR,8,19/08/2017,19/08/2017,11,Female,92,22/02/2017,no,NA,NA,178,0.48733744,femalenonbreeder
KR11F006,Kuruman 11,KRR,9,17/03/2018,17/03/2018,15,Female,112,22/02/2017,no,NA,NA,388,1.062286105,femalenonbreeder
KR11F006,Kuruman 11,KRR,10,02/10/2018,02/10/2018,16,Female,137,22/02/2017,no,NA,NA,587,1.607118412,femalenonbreeder
KR11F006,Kuruman 11,KRR,11,13/03/2019,12/03/2019,22,Female,142,22/02/2017,no,NA,NA,749,2.05065024,femalenonbreeder
KR11F006,Kuruman 11,KRR,12,23/09/2019,23/09/2019,20,Female,121,22/02/2017,no,NA,NA,943,2.581793292,femalenonbreeder
KR11F006,NA,KRR,NA,05/03/2020,05/03/2020,NA,Female,NA,22/02/2017,no,NA,NA,1107,3.030800821,Dead
KR11F007,Kuruman 11,KRR,8,19/08/2017,19/08/2017,11,Female,53,19/08/2017,no,NA,NA,0,0,femalenonbreeder
KR11F007,Kuruman 11,KRR,9,18/03/2018,17/03/2018,15,Female,98,19/08/2017,no,NA,NA,211,0.577686516,femalenonbreeder
KR11F007,Kuruman 11,KRR,10,05/10/2018,02/10/2018,16,Female,123,19/08/2017,no,NA,NA,412,1.127994524,femalenonbreeder
KR11F007,Kuruman 11,KRR,11,13/03/2019,12/03/2019,22,Female,128,19/08/2017,no,NA,NA,571,1.563312799,femalenonbreeder
KR11F007,NA,KRR,NA,09/09/2019,09/09/2019,NA,Female,NA,19/08/2017,no,NA,NA,751,2.056125941,Dead
KR11F008,Kuruman 11,KRR,8,20/08/2017,19/08/2017,11,Female,57,20/08/2017,no,NA,NA,0,0,femalenonbreeder
KR11F008,Kuruman 11,KRR,9,18/03/2018,17/03/2018,15,Female,107,20/08/2017,no,NA,NA,210,0.574948665,femalenonbreeder
KR11F008,Kuruman 11,KRR,10,04/10/2018,02/10/2018,16,Female,121,20/08/2017,no,NA,NA,410,1.122518823,femalenonbreeder
KR11F008,Kuruman 11,KRR,11,13/03/2019,12/03/2019,22,Female,122,20/08/2017,no,NA,NA,570,1.560574949,femalenonbreeder
KR11F008,Kuruman 11,KRR,12,25/09/2019,23/09/2019,20,Female,111,20/08/2017,no,NA,NA,766,2.097193703,femalenonbreeder
KR11F008,Kuruman 11,KRR,13,01/04/2020,30/03/2020,17,Female,104,20/08/2017,no,NA,NA,955,2.614647502,femalenonbreeder
KR11F008,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,20/08/2017,no,NA,99,1016,2.7816564,femalenonbreeder
KR11F013,Kuruman 11,KRR,9,19/03/2018,17/03/2018,15,Female,NA,19/03/2018,no,NA,NA,0,0,femalenonbreeder
KR11F013,Kuruman 11,KRR,10,07/10/2018,02/10/2018,16,Female,77,19/03/2018,no,NA,NA,202,0.553045859,femalenonbreeder
KR11F013,Kuruman 11,KRR,11,13/03/2019,12/03/2019,22,Female,92,19/03/2018,no,NA,NA,359,0.982888433,femalenonbreeder
KR11F013,Kuruman 11,KRR,12,26/09/2019,23/09/2019,20,Female,79,19/03/2018,no,NA,NA,556,1.522245038,femalenonbreeder
KR11F013,Kuruman 11,KRR,13,31/03/2020,30/03/2020,17,Female,84,19/03/2018,no,NA,NA,743,2.034223135,femalenonbreeder
KR11F013,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,19/03/2018,no,NA,99,805,2.203969884,femalenonbreeder
KR11F015,Kuruman 11,KRR,9,20/03/2018,17/03/2018,15,Female,49,20/03/2018,no,NA,NA,0,0,femalenonbreeder
KR11F015,Kuruman 11,KRR,10,02/10/2018,02/10/2018,16,Female,91,20/03/2018,no,NA,NA,196,0.536618754,femalenonbreeder
KR11F015,Kuruman 11,KRR,11,14/03/2019,12/03/2019,22,Female,115,20/03/2018,no,NA,NA,359,0.982888433,femalenonbreeder
KR11F015,Kuruman 11,KRR,12,24/09/2019,23/09/2019,20,Female,99,20/03/2018,no,NA,NA,553,1.514031485,femalenonbreeder
KR11F015,Kuruman 11,KRR,13,31/03/2020,30/03/2020,17,Female,104,20/03/2018,no,NA,NA,742,2.031485284,femalenonbreeder
KR11F015,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,20/03/2018,no,NA,99,804,2.201232033,femalenonbreeder
KR11F016,Kuruman 11,KRR,10,03/10/2018,02/10/2018,16,Female,47,03/10/2018,no,NA,NA,0,0,femalenonbreeder
KR11F016,Kuruman 11,KRR,11,13/03/2019,12/03/2019,22,Female,79,03/10/2018,no,NA,NA,161,0.440793977,femalenonbreeder
KR11F016,Kuruman 11,KRR,12,24/09/2019,23/09/2019,20,Female,74,03/10/2018,no,NA,NA,356,0.97467488,femalenonbreeder
KR11F016,Kuruman 11,KRR,13,01/04/2020,30/03/2020,17,Female,85,03/10/2018,no,NA,NA,546,1.49486653,femalenonbreeder
KR11F016,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,03/10/2018,no,NA,99,607,1.661875428,femalenonbreeder
KR11F018,Kuruman 11,KRR,10,05/10/2018,02/10/2018,16,Female,31,05/10/2018,no,NA,NA,0,0,femalenonbreeder
KR11F018,NA,KRR,NA,09/03/2019,09/03/2019,NA,Female,NA,05/10/2018,no,NA,NA,155,0.424366872,Dead
KR11F019,Kuruman 11,KRR,10,03/10/2018,02/10/2018,16,Female,49,03/10/2018,no,NA,NA,0,0,femalenonbreeder
KR11F019,Kuruman 11,KRR,11,14/03/2019,12/03/2019,22,Female,80,03/10/2018,no,NA,NA,162,0.443531828,femalenonbreeder
KR11F019,Kuruman 11,KRR,12,23/09/2019,23/09/2019,20,Female,74,03/10/2018,no,NA,NA,355,0.971937029,femalenonbreeder
KR11F019,Kuruman 11,KRR,13,31/03/2020,30/03/2020,17,Female,78,03/10/2018,no,NA,NA,545,1.492128679,femalenonbreeder
KR11F019,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,03/10/2018,no,NA,99,607,1.661875428,femalenonbreeder
KR11F021,Kuruman 11,KRR,11,13/03/2019,12/03/2019,22,Female,70,13/03/2019,no,NA,NA,0,0,femalenonbreeder
KR11F021,Kuruman 11,KRR,12,24/09/2019,23/09/2019,20,Female,70,13/03/2019,no,NA,NA,195,0.533880903,femalenonbreeder
KR11F021,Kuruman 11,KRR,13,31/03/2020,30/03/2020,17,Female,75,13/03/2019,no,NA,NA,384,1.051334702,femalenonbreeder
KR11F021,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,13/03/2019,no,NA,99,446,1.221081451,femalenonbreeder
KR11F022,Kuruman 11,KRR,11,14/03/2019,12/03/2019,22,Female,55,14/03/2019,no,NA,NA,0,0,femalenonbreeder
KR11F022,Kuruman 11,KRR,12,25/09/2019,23/09/2019,20,Female,71,14/03/2019,no,NA,NA,195,0.533880903,femalenonbreeder
KR11F022,Kuruman 11,KRR,13,01/04/2020,30/03/2020,17,Female,76,14/03/2019,no,NA,NA,384,1.051334702,femalenonbreeder
KR11F022,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,14/03/2019,no,NA,99,445,1.2183436,femalenonbreeder
KR11M012,Kuruman 11,KRR,9,18/03/2018,17/03/2018,15,Female,45,18/03/2018,no,NA,NA,0,0,femalenonbreeder
KR11M012,Kuruman 11,KRR,10,03/10/2018,02/10/2018,16,Female,89,18/03/2018,no,NA,NA,199,0.544832307,femalenonbreeder
KR11M012,Kuruman 11,KRR,11,13/03/2019,12/03/2019,22,Female,100,18/03/2018,no,NA,NA,360,0.985626283,femalenonbreeder
KR11M012,Kuruman 11,KRR,12,25/09/2019,23/09/2019,20,Female,90,18/03/2018,no,NA,NA,556,1.522245038,femalenonbreeder
KR11M012,Kuruman 11,KRR,13,30/03/2020,30/03/2020,17,Female,90,18/03/2018,no,NA,NA,743,2.034223135,femalenonbreeder
KR11M012,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,18/03/2018,no,NA,99,806,2.206707734,femalenonbreeder
KR13F002,Kuruman 13,KRR,1,22/01/2014,22/01/2014,26,Female,99,22/01/2014,Paired,30/05/2016,NA,0,0,femalenonbreeder
KR13F002,Kuruman 13,KRR,2,06/08/2014,05/08/2014,21,Female,103,22/01/2014,Paired,30/05/2016,NA,196,0.536618754,femalenonbreeder
KR13F002,Kuruman 13,KRR,3,10/02/2015,10/02/2015,23,Female,113,22/01/2014,Paired,30/05/2016,NA,384,1.051334702,femalenonbreeder
KR13F002,Kuruman 16,KRR,5,30/05/2016,30/05/2016,1,Female,139,22/01/2014,Paired,30/05/2016,NA,859,2.351813826,single
KR13F002,NA,KRR,NA,11/06/2016,11/06/2016,NA,Female,NA,22/01/2014,Paired,30/05/2016,99,871,2.384668036,single
KR13F006,Kuruman 13,KRR,1,23/01/2014,22/01/2014,26,Female,108,23/01/2014,no,NA,NA,0,0,femalenonbreeder
KR13F006,Kuruman 13,KRR,2,06/08/2014,05/08/2014,21,Female,105,23/01/2014,no,NA,NA,195,0.533880903,femalenonbreeder
KR13F006,Kuruman 13,KRR,4,20/09/2015,20/09/2015,22,Female,138,23/01/2014,no,NA,NA,605,1.656399726,femalenonbreeder
KR13F006,Kuruman 27,KRR,5,13/04/2016,12/04/2016,1,Female,128,23/01/2014,no,NA,NA,811,2.220396988,single
KR13F006,Kuruman 27,KRR,6,25/07/2016,25/07/2016,3,Female,NA,23/01/2014,no,NA,NA,914,2.502395619,breeder
KR13F006,Kuruman 27,KRR,7,05/02/2017,05/02/2017,11,Female,140,23/01/2014,no,NA,NA,1109,3.036276523,breeder
KR13F006,Kuruman 27,KRR,8,08/08/2017,07/08/2017,12,Female,113,23/01/2014,no,NA,NA,1293,3.540041068,breeder
KR13F006,Kuruman 27,KRR,9,06/04/2018,05/04/2018,16,Female,NA,23/01/2014,no,NA,NA,1534,4.199863107,breeder
KR13F006,Kuruman 27,KRR,10,29/11/2018,25/11/2018,8,Female,125,23/01/2014,no,NA,NA,1771,4.848733744,breeder
KR13F006,Kuruman 27,KRR,12,19/09/2019,16/09/2019,6,Female,155,23/01/2014,no,NA,NA,2065,5.653661875,breeder
KR13F006,NA,KRR,NA,05/03/2020,05/03/2020,NA,Female,NA,23/01/2014,no,NA,NA,2233,6.113620808,Dead
KR13F007,Kuruman 13,KRR,1,23/01/2014,22/01/2014,26,Female,120,23/01/2014,no,NA,NA,0,0,femalenonbreeder
KR13F007,NA,KRR,NA,27/07/2014,27/07/2014,NA,Female,NA,23/01/2014,no,NA,NA,185,0.506502396,Dead
KR13F010,Kuruman 13,KRR,1,23/01/2014,22/01/2014,26,Female,98,23/01/2014,no,NA,NA,0,0,breeder
KR13F010,NA,KRR,NA,27/07/2014,27/07/2014,NA,Female,NA,23/01/2014,no,NA,NA,185,0.506502396,Dead
KR13F013,Kuruman 13,KRR,1,24/01/2014,22/01/2014,26,Female,137,24/01/2014,no,NA,NA,0,0,breeder
KR13F013,Kuruman 13,KRR,2,06/08/2014,05/08/2014,21,Female,148,24/01/2014,no,NA,NA,194,0.531143053,breeder
KR13F013,Kuruman 13,KRR,3,11/02/2015,10/02/2015,23,Female,129,24/01/2014,no,NA,NA,383,1.048596851,breeder
KR13F013,Kuruman 13,KRR,4,23/09/2015,20/09/2015,22,Female,128,24/01/2014,no,NA,NA,607,1.661875428,breeder
KR13F013,Kuruman 13,KRR,5,12/04/2016,12/04/2016,24,Female,120,24/01/2014,no,NA,NA,809,2.214921287,breeder
KR13F013,NA,KRR,NA,25/07/2016,25/07/2016,NA,Female,NA,24/01/2014,no,NA,NA,913,2.499657769,Dead
KR13F016,Kuruman 13,KRR,1,24/01/2014,22/01/2014,26,Female,95,24/01/2014,no,NA,NA,0,0,femalenonbreeder
KR13F016,Kuruman 13,KRR,2,06/08/2014,05/08/2014,21,Female,118,24/01/2014,no,NA,NA,194,0.531143053,femalenonbreeder
KR13F016,Kuruman 23,KRR,4,27/09/2015,27/09/2015,1,Female,144,24/01/2014,no,NA,NA,611,1.672826831,single
KR13F016,Kuruman 23,KRR,5,17/04/2016,17/04/2016,1,Female,153,24/01/2014,no,NA,NA,814,2.228610541,single
KR13F016,Kuruman 23,KRR,7,17/01/2017,17/01/2017,1,Female,156,24/01/2014,no,NA,NA,1089,2.981519507,single
KR13F016,Kuruman 23,KRR,8,02/08/2017,02/08/2017,1,Female,152,24/01/2014,no,NA,NA,1286,3.520876112,single
KR13F016,Kuruman 23,KRR,9,09/05/2018,09/05/2018,1,Female,NA,24/01/2014,no,NA,NA,1566,4.287474333,single
KR13F016,Kuruman 23,KRR,10,24/09/2018,24/09/2018,1,Female,156,24/01/2014,no,NA,NA,1704,4.665297741,single
KR13F016,NA,KRR,NA,09/03/2019,09/03/2019,NA,Female,NA,24/01/2014,no,NA,NA,1870,5.119780972,Dead
KR13F017,Kuruman 13,KRR,1,24/01/2014,22/01/2014,26,Female,111,24/01/2014,Paired,03/05/2016,NA,0,0,femalenonbreeder
KR13F017,Kuruman 19,KRR,3,30/03/2015,30/03/2015,1,Female,125,24/01/2014,Paired,03/05/2016,NA,430,1.177275838,single
KR13F017,Kuruman 19,KRR,4,27/09/2015,27/09/2015,1,Female,117,24/01/2014,Paired,03/05/2016,NA,611,1.672826831,single
KR13F017,Kuruman 19,KRR,5,17/03/2016,17/03/2016,1,Female,127,24/01/2014,Paired,03/05/2016,NA,783,2.143737166,single
KR13F017,NA,KRR,NA,11/06/2016,11/06/2016,NA,Female,NA,24/01/2014,Paired,03/05/2016,99,869,2.379192334,single
KR13F018,Kuruman 13,KRR,1,24/01/2014,22/01/2014,26,Female,139,24/01/2014,no,NA,NA,0,0,femalenonbreeder
KR13F018,NA,KRR,NA,27/07/2014,27/07/2014,NA,Female,NA,24/01/2014,no,NA,NA,184,0.503764545,Dead
KR13F019,Kuruman 13,KRR,1,25/01/2014,22/01/2014,26,Female,78,25/01/2014,no,NA,NA,0,0,femalenonbreeder
KR13F019,Kuruman 13,KRR,2,06/08/2014,05/08/2014,21,Female,117,25/01/2014,no,NA,NA,193,0.528405202,femalenonbreeder
KR13F019,Kuruman 13,KRR,3,10/02/2015,10/02/2015,23,Female,129,25/01/2014,no,NA,NA,381,1.04312115,femalenonbreeder
KR13F019,Kuruman 13,KRR,4,22/09/2015,20/09/2015,22,Female,147,25/01/2014,no,NA,NA,605,1.656399726,femalenonbreeder
KR13F019,Kuruman 39,KRR,9,05/04/2018,05/04/2018,3,Female,152,25/01/2014,no,NA,NA,1531,4.191649555,breeder
KR13F019,Kuruman 39,KRR,10,28/11/2018,27/11/2018,5,Female,141,25/01/2014,no,NA,NA,1768,4.840520192,breeder
KR13F019,Kuruman 39,KRR,11,20/03/2019,19/03/2019,5,Female,155,25/01/2014,no,NA,NA,1880,5.14715948,breeder
KR13F019,Kuruman 39,KRR,12,16/09/2019,16/09/2019,6,Female,152,25/01/2014,no,NA,NA,2060,5.639972621,breeder
KR13F019,Kuruman 39,KRR,13,17/03/2020,16/03/2020,6,Female,159,25/01/2014,no,NA,NA,2243,6.140999316,breeder
KR13F019,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,25/01/2014,no,NA,99,2319,6.349075975,breeder
KR13F020,Kuruman 13,KRR,1,25/01/2014,22/01/2014,26,Female,31,25/01/2014,no,NA,NA,0,0,femalenonbreeder
KR13F020,Kuruman 13,KRR,2,06/08/2014,05/08/2014,21,Female,102,25/01/2014,no,NA,NA,193,0.528405202,femalenonbreeder
KR13F020,Kuruman 13,KRR,3,10/02/2015,10/02/2015,23,Female,108,25/01/2014,no,NA,NA,381,1.04312115,femalenonbreeder
KR13F020,NA,KRR,NA,16/09/2015,16/09/2015,NA,Female,NA,25/01/2014,no,NA,NA,599,1.639972621,Dead
KR13F021,Kuruman 13,KRR,1,26/01/2014,22/01/2014,26,Female,74,26/01/2014,no,NA,NA,0,0,femalenonbreeder
KR13F021,Kuruman 13,KRR,2,06/08/2014,05/08/2014,21,Female,90,26/01/2014,no,NA,NA,192,0.525667351,femalenonbreeder
KR13F021,Kuruman 30,KRR,6,26/07/2016,26/07/2016,1,Female,132,26/01/2014,no,NA,NA,912,2.496919918,single
KR13F021,Kuruman 30,KRR,7,24/05/2017,23/05/2017,2,Female,127,26/01/2014,no,NA,NA,1214,3.323750856,breeder
KR13F021,Kuruman 30,KRR,8,20/10/2017,19/10/2017,3,Female,123,26/01/2014,no,NA,NA,1363,3.731690623,breeder
KR13F021,Kuruman 30,KRR,9,13/04/2018,13/04/2018,3,Female,124,26/01/2014,no,NA,NA,1538,4.210814511,breeder
KR13F021,Kuruman 30,KRR,10,14/09/2018,14/09/2018,3,Female,123,26/01/2014,no,NA,NA,1692,4.632443532,breeder
KR13F021,Kuruman 30,KRR,13,28/04/2020,27/04/2020,10,Female,120,26/01/2014,no,NA,NA,2284,6.253251198,breeder
KR13F021,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,26/01/2014,no,NA,99,2318,6.346338125,breeder
KR13F025,Kuruman 13,KRR,1,27/01/2014,22/01/2014,26,Female,30,27/01/2014,Paired,30/05/2016,NA,0,0,femalenonbreeder
KR13F025,Kuruman 13,KRR,2,05/08/2014,05/08/2014,21,Female,76,27/01/2014,Paired,30/05/2016,NA,190,0.52019165,femalenonbreeder
KR13F025,Kuruman 13,KRR,3,11/02/2015,10/02/2015,23,Female,88,27/01/2014,Paired,30/05/2016,NA,380,1.040383299,femalenonbreeder
KR13F025,Kuruman 13,KRR,4,20/09/2015,20/09/2015,22,Female,112,27/01/2014,Paired,30/05/2016,NA,601,1.645448323,femalenonbreeder
KR13F025,Kuruman 13,KRR,5,12/04/2016,12/04/2016,24,Female,111,27/01/2014,Paired,30/05/2016,NA,806,2.206707734,femalenonbreeder
KR13F025,Kuruman 26,KRR,5,30/05/2016,30/05/2016,1,Female,116,27/01/2014,Paired,30/05/2016,NA,854,2.338124572,single
KR13F025,NA,KRR,NA,11/06/2016,11/06/2016,NA,Female,NA,27/01/2014,Paired,30/05/2016,99,866,2.370978782,single
KR13F028,Kuruman 13,KRR,2,08/08/2014,05/08/2014,21,Female,33,08/08/2014,no,NA,NA,0,0,femalenonbreeder
KR13F028,Kuruman 13,KRR,3,10/02/2015,10/02/2015,23,Female,81,08/08/2014,no,NA,NA,186,0.509240246,femalenonbreeder
KR13F028,Kuruman 13,KRR,4,23/09/2015,20/09/2015,22,Female,100,08/08/2014,no,NA,NA,411,1.125256674,femalenonbreeder
KR13F028,NA,KRR,NA,04/02/2016,04/02/2016,NA,Female,NA,08/08/2014,no,NA,NA,545,1.492128679,Dead
KR13F034,Kuruman 13,KRR,3,12/02/2015,10/02/2015,23,Female,28,12/02/2015,no,NA,NA,0,0,femalenonbreeder
KR13F034,Kuruman 13,KRR,4,22/09/2015,20/09/2015,22,Female,82,12/02/2015,no,NA,NA,222,0.607802875,femalenonbreeder
KR13F034,Kuruman 13,KRR,5,13/04/2016,12/04/2016,24,Female,108,12/02/2015,no,NA,NA,426,1.166324435,femalenonbreeder
KR13F034,NA,KRR,NA,25/07/2016,25/07/2016,NA,Female,NA,12/02/2015,no,NA,NA,529,1.448323066,Dead
KR13F035,Kuruman 13,KRR,3,12/02/2015,10/02/2015,23,Female,22,12/02/2015,no,NA,NA,0,0,femalenonbreeder
KR13F035,Kuruman 13,KRR,4,24/09/2015,20/09/2015,22,Female,77,12/02/2015,no,NA,NA,224,0.613278576,femalenonbreeder
KR13F035,Kuruman 13,KRR,5,14/04/2016,12/04/2016,24,Female,91,12/02/2015,no,NA,NA,427,1.169062286,femalenonbreeder
KR13F035,NA,KRR,NA,25/07/2016,25/07/2016,NA,Female,NA,12/02/2015,no,NA,NA,529,1.448323066,Dead
KR13F037,Kuruman 13,KRR,3,13/02/2015,10/02/2015,23,Female,19,13/02/2015,no,NA,NA,0,0,femalenonbreeder
KR13F037,Kuruman 13,KRR,4,22/09/2015,20/09/2015,22,Female,65,13/02/2015,no,NA,NA,221,0.605065024,femalenonbreeder
KR13F037,Kuruman 13,KRR,5,13/04/2016,12/04/2016,24,Female,84,13/02/2015,no,NA,NA,425,1.163586585,femalenonbreeder
