YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,PRECIPTATION_mmday,HUMIDITY_2m,SITE
1989,5,7,25.59,11.04,17.84,0.07,6.77,Tswalu
1989,5,8,24.11,13.01,17.39,0.18,6.59,Tswalu
1989,5,9,24.48,10.4,16.8,0.09,6.29,Tswalu
1989,5,10,25.85,10.15,18.12,0,6.9,Tswalu
1989,5,11,27.64,10.96,18.63,0,6.71,Tswalu
1989,5,12,19.74,8.72,13.62,0.04,6.84,Tswalu
1989,5,13,19.23,5.8,11.55,0,4.15,Tswalu
1989,5,14,24.16,6.51,14.52,0,4.39,Tswalu
1989,5,15,23.7,8.71,15.71,0,5.19,Tswalu
1989,5,16,26.5,9.96,17.78,0,5.74,Tswalu
1989,5,17,27.01,9.69,17.19,0,6.23,Tswalu
1989,5,18,26.69,9.59,17.66,0,6.04,Tswalu
1989,5,19,27.53,11.12,17.98,0,5.31,Tswalu
1989,5,20,26.5,10.42,17.44,0,5.55,Tswalu
1989,5,21,25.3,10.61,17.29,0,6.16,Tswalu
1989,5,22,26.62,8.83,16.88,0,4.58,Tswalu
1989,5,23,26.9,10.26,17.98,0,5.07,Tswalu
1989,5,24,27.07,11.3,18.02,0,6.1,Tswalu
1989,5,25,27.23,10.87,18.41,0,6.47,Tswalu
1989,5,26,22.91,9.39,15.25,1.83,5.98,Tswalu
1989,5,27,20.17,5.23,11.89,0.35,4.82,Tswalu
1989,5,28,20.71,6.17,12.63,0,4.64,Tswalu
1989,5,29,21.37,8.28,14.15,0.01,7.08,Tswalu
1989,5,30,22.37,9.98,15.3,0.36,7.08,Tswalu
1989,5,31,21.76,10.24,14.94,4.2,7.39,Tswalu
1989,6,1,16.67,4.42,10.08,0.28,4.94,Tswalu
1989,6,2,14.45,2.96,7.12,0,4.09,Tswalu
1989,6,3,16.01,0.91,7.76,0.01,3.48,Tswalu
1989,6,4,16.25,1.63,7.87,0,3.17,Tswalu
1989,6,5,18.76,1.18,8.88,0,3.36,Tswalu
1989,6,6,18,4.02,10.7,0.18,5.74,Tswalu
1989,6,7,19.12,6.94,13.02,0.1,5.8,Tswalu
1989,6,8,19.84,5.26,12.91,0,4.58,Tswalu
1989,6,9,20.18,5.23,12.08,0,4.21,Tswalu
1989,6,10,20.55,4.87,12.55,0,4.33,Tswalu
1989,6,11,20.92,5.38,12.31,0,3.78,Tswalu
1989,6,12,20.99,4.4,11.84,0,2.87,Tswalu
1989,6,13,21.01,4.38,11.92,0,2.99,Tswalu
1989,6,14,20.15,4.21,11.55,0,3.91,Tswalu
1989,6,15,21.33,5.08,11.77,0,3.05,Tswalu
1989,6,16,19.05,5.68,11,0,4.58,Tswalu
1989,6,17,18.27,3.48,9.83,0,4.46,Tswalu
1989,6,18,18.98,3.46,10.04,0,3.6,Tswalu
1989,6,19,20.01,4.12,11.15,0,3.17,Tswalu
1989,6,20,21.13,5.19,11.85,0,3.97,Tswalu
1989,6,21,21.11,5.52,12.27,0,4.46,Tswalu
1989,6,22,21.3,6.69,13.01,0.03,4.82,Tswalu
1989,6,23,20.14,5.96,11.77,0.06,4.52,Tswalu
1989,6,24,19.67,4.43,11.72,0.05,3.3,Tswalu
1989,6,25,19.23,4.16,10.99,0,3.3,Tswalu
1989,6,26,14.89,3.19,7.53,0,3.97,Tswalu
1989,6,27,19.72,1.34,10.15,0,2.93,Tswalu
1989,6,28,22.67,7.41,13.33,0,3.17,Tswalu
1989,6,29,23.2,6.01,13.34,0,3.85,Tswalu
1989,6,30,20.56,5.9,12.01,0.01,4.15,Tswalu
1989,7,1,16.96,1.56,8.01,0,3.17,Tswalu
1989,7,2,17.15,0.44,8.66,0,2.75,Tswalu
1989,7,3,18.69,5.21,10.46,0,2.87,Tswalu
1989,7,4,22.47,4.45,11.51,0,3.3,Tswalu
1989,7,5,19.93,4.67,10.25,0,2.93,Tswalu
1989,7,6,21,3.34,11.34,0,2.81,Tswalu
1989,7,7,23.03,4.93,12.79,0,2.93,Tswalu
1989,7,8,22.5,5.69,13.19,0,4.7,Tswalu
1989,7,9,23.25,7,13.9,0,4.94,Tswalu
1989,7,10,23.44,7.29,14.12,0,4.27,Tswalu
1989,7,11,20.51,6.2,12.18,0,3.91,Tswalu
1989,7,12,20.91,3.22,11.37,0,3.23,Tswalu
1989,7,13,22.46,4.58,12.75,0,3.17,Tswalu
1989,7,14,22.28,6.05,13.01,0,4.27,Tswalu
1989,7,15,22.08,7.48,13.48,0,4.33,Tswalu
1989,7,16,22.38,6.09,13.01,0,3.97,Tswalu
1989,7,17,15.18,2.83,8.53,0.02,4.64,Tswalu
1989,7,18,9.87,0.19,3.98,0.14,3.42,Tswalu
1989,7,19,13.15,-0.57,5.08,0.01,3.05,Tswalu
1989,7,20,15.45,-2.36,5.59,0,2.26,Tswalu
1989,7,21,15.24,-0.1,6.63,0,2.5,Tswalu
1989,7,22,15.64,0.44,7.57,0,3.6,Tswalu
1989,7,23,17.35,2.12,8.62,0,3.48,Tswalu
1989,7,24,18.42,2.42,9.44,0,3.42,Tswalu
1989,7,25,20.78,4.42,11.86,0,3.78,Tswalu
1989,7,26,14.07,2.48,7.46,0,3.6,Tswalu
1989,7,27,16.89,-0.2,7.25,0,2.44,Tswalu
1989,7,28,20.86,2.77,11.19,0,2.99,Tswalu
1989,7,29,24.01,6.7,14.05,0,4.27,Tswalu
1989,7,30,25.2,6.35,14.22,0,4.21,Tswalu
1989,7,31,17.07,2.75,9.19,0,4.09,Tswalu
1989,8,1,25.4,4.69,14.46,0,3.48,Tswalu
1989,8,2,16.79,5.3,10.3,0,4.27,Tswalu
1989,8,3,20.33,3.5,10.64,0,3.72,Tswalu
1989,8,4,23.51,5.23,13.01,0,3.54,Tswalu
1989,8,5,24.04,6.53,14.29,0,4.09,Tswalu
1989,8,6,24.47,5.23,14.74,0,2.99,Tswalu
1989,8,7,25.87,8.87,15.63,0,2.75,Tswalu
1989,8,8,26.17,7.01,15.67,0,2.93,Tswalu
1989,8,9,25.27,6.66,14.66,0,3.11,Tswalu
1989,8,10,25.83,7.97,15.76,0,4.33,Tswalu
1989,8,11,26.4,9.73,16.92,0,4.33,Tswalu
1989,8,12,27.12,9.14,17.48,0,4.21,Tswalu
1989,8,13,24.87,8.26,15.98,0,4.58,Tswalu
1989,8,14,18.01,7.28,11.69,0.8,4.39,Tswalu
1989,8,15,24.07,3.4,12.6,0,3.23,Tswalu
1989,8,16,15.94,3.85,8.68,0.02,4.21,Tswalu
1989,8,17,23.28,3.09,13.38,0,2.5,Tswalu
1989,8,18,26.36,9.48,17.23,0,5.13,Tswalu
1989,8,19,25.65,10.86,17.67,0,5.19,Tswalu
1989,8,20,20.62,7.9,13.44,0,4.27,Tswalu
1989,8,21,26.29,6.67,15.98,0.01,4.03,Tswalu
1989,8,22,27.58,11.36,19.1,0.01,3.97,Tswalu
1989,8,23,28.15,11.4,18.94,0,4.46,Tswalu
1989,8,24,28.41,12.19,19.76,0,5.55,Tswalu
1989,8,25,21.58,8.23,14.38,0,4.88,Tswalu
1989,8,26,26.69,7.18,15.86,0,3.72,Tswalu
1989,8,27,20.01,4.71,11.61,0,3.97,Tswalu
1989,8,28,24.53,4.44,14.32,0,3.66,Tswalu
1989,8,29,26.66,8.44,16.58,0,3.48,Tswalu
1989,8,30,17.71,4.8,9.94,0.01,3.3,Tswalu
1989,8,31,23.76,3.21,13.34,0,1.71,Tswalu
1989,9,1,26.15,5.15,16.28,0,1.95,Tswalu
1989,9,2,25.94,8.25,16.29,0,2.08,Tswalu
1989,9,3,26.61,6.4,16.73,0,2.62,Tswalu
1989,9,4,19.18,6.98,12.44,0,4.82,Tswalu
1989,9,5,14.59,3.74,8.42,0,3.6,Tswalu
1989,9,6,14.91,0.13,6.9,0,2.38,Tswalu
1989,9,7,20.67,0.31,10.24,0,1.95,Tswalu
1989,9,8,23.49,4.9,13.48,0,2.2,Tswalu
1989,9,9,22.93,5.78,14.03,0,3.36,Tswalu
1989,9,10,25.84,8.58,17.12,0.01,4.7,Tswalu
1989,9,11,25.51,11.69,18.52,1.5,5.25,Tswalu
1989,9,12,25.89,11.08,17.54,0.54,5.07,Tswalu
1989,9,13,30.26,11.44,20.74,0,3.91,Tswalu
1989,9,14,33.1,12.03,22.59,0,4.33,Tswalu
1989,9,15,34.48,16.58,24.74,0,4.15,Tswalu
1989,9,16,33.15,14.82,23.4,0,4.09,Tswalu
1989,9,17,28.98,13.5,21.23,0,4.76,Tswalu
1989,9,18,20.15,8.38,13.88,0,3.42,Tswalu
1989,9,19,22.42,5.18,13.3,0,3.17,Tswalu
1989,9,20,26.68,6.85,16.83,0,3.11,Tswalu
1989,9,21,28.83,10.15,19.68,0,4.7,Tswalu
1989,9,22,28.13,11.01,19.47,0,5,Tswalu
1989,9,23,28.19,10.94,18.56,0,4.09,Tswalu
1989,9,24,26.3,8.03,16.65,0,2.14,Tswalu
1989,9,25,27.4,7.65,16.98,0,2.2,Tswalu
1989,9,26,30.03,9.15,20.13,0,1.83,Tswalu
1989,9,27,30.9,12.94,21.66,0,2.38,Tswalu
1989,9,28,31.58,12.27,21.66,0,3.66,Tswalu
1989,9,29,33.11,14.01,23.75,0,3.48,Tswalu
1989,9,30,34.39,14.9,24.73,0,3.6,Tswalu
1989,10,1,30.27,13.46,20.72,0,4.15,Tswalu
1989,10,2,19.05,7.37,12.97,0,3.66,Tswalu
1989,10,3,22.09,4.4,13.19,0,3.78,Tswalu
1989,10,4,27.67,7.4,18.25,0,2.87,Tswalu
1989,10,5,25.07,8.42,16.4,0,3.6,Tswalu
1989,10,6,29.19,7.07,18.33,0.02,2.62,Tswalu
1989,10,7,30.27,13.94,21.94,0.36,5.37,Tswalu
1989,10,8,29.86,12.52,20.4,0.07,4.88,Tswalu
1989,10,9,19.48,8.48,13.25,0,4.33,Tswalu
1989,10,10,22.92,5.06,13.98,0,2.87,Tswalu
1989,10,11,27.11,7.89,17.84,0.1,4.46,Tswalu
1989,10,12,28.82,12.19,20.55,0,5.43,Tswalu
1989,10,13,31.23,12.67,22.12,0,4.88,Tswalu
1989,10,14,32.85,14.92,23.88,0,4.09,Tswalu
1989,10,15,28.18,13.94,20.94,0,3.85,Tswalu
1989,10,16,29.93,9.87,20.67,0,2.99,Tswalu
1989,10,17,33.64,14.76,24.17,0,2.08,Tswalu
1989,10,18,34.88,17.01,25.48,0,2.93,Tswalu
1989,10,19,34.39,16.17,24.63,0,3.05,Tswalu
1989,10,20,35.3,17.66,25.42,0.09,3.85,Tswalu
1989,10,21,23.71,11.96,18.44,0.14,3.11,Tswalu
1989,10,22,27.78,7.98,18.47,0,2.14,Tswalu
1989,10,23,28.6,10.23,19.21,0,2.26,Tswalu
1989,10,24,31.08,11.33,20.96,0,2.69,Tswalu
1989,10,25,30.43,14.08,22.26,0.03,6.77,Tswalu
1989,10,26,32.16,13.6,23.05,0,5.37,Tswalu
1989,10,27,35.1,17.03,26.47,0,5.8,Tswalu
1989,10,28,33.58,16.63,24.44,0,5.13,Tswalu
1989,10,29,35.93,16.16,26.46,0,4.39,Tswalu
1989,10,30,34.94,17.37,25.67,0,4.82,Tswalu
1989,10,31,33.69,14.27,24.08,0,2.08,Tswalu
1989,11,1,34.88,15.33,25.3,0,2.99,Tswalu
1989,11,2,29.09,16.98,22.74,0.09,4.39,Tswalu
1989,11,3,27.88,12.34,20.18,0.01,4.7,Tswalu
1989,11,4,29.7,11.48,20.3,0,3.36,Tswalu
1989,11,5,33.13,11.67,22.9,0.01,2.26,Tswalu
1989,11,6,31.07,14.97,23.58,1.32,8.18,Tswalu
1989,11,7,31.92,17.01,23.83,5.54,9.22,Tswalu
1989,11,8,32.85,15.41,23.42,2.73,8.42,Tswalu
1989,11,9,33.93,14.65,24.01,0.14,4.88,Tswalu
1989,11,10,31.78,12.08,22.24,0,3.42,Tswalu
1989,11,11,34.67,13.58,24.46,0.02,3.23,Tswalu
1989,11,12,31.14,16.8,23.61,1.19,7.51,Tswalu
1989,11,13,31.04,18.76,24.38,0,9.46,Tswalu
1989,11,14,34.33,16.67,25.96,1.04,8.18,Tswalu
1989,11,15,23.67,11.01,17.86,0.48,5.98,Tswalu
1989,11,16,22.01,9.45,15.44,1.07,5.8,Tswalu
1989,11,17,25.84,9.65,18.39,0,4.46,Tswalu
1989,11,18,28.48,11.6,20.52,0,4.21,Tswalu
1989,11,19,31.9,12.98,22.86,0,3.48,Tswalu
1989,11,20,34.86,14.58,25.59,0,3.97,Tswalu
1989,11,21,35.8,18.75,27.55,0.05,6.84,Tswalu
1989,11,22,36.88,20.01,28.69,0,5.25,Tswalu
1989,11,23,36.72,18.51,27.86,0,3.78,Tswalu
1989,11,24,37.19,18.33,28.12,0,3.36,Tswalu
1989,11,25,38.55,20.12,29.86,0.03,3.97,Tswalu
1989,11,26,33.98,20.57,27.46,0.38,5.62,Tswalu
1989,11,27,36.78,19.8,28.12,0.98,5.43,Tswalu
1989,11,28,34.67,18.15,26.62,0,5.8,Tswalu
1989,11,29,30.43,16.11,23.44,0,5.19,Tswalu
1989,11,30,33.74,17.23,25.98,0,5.98,Tswalu
1989,12,1,36.82,18.55,28.19,0.01,5.43,Tswalu
1989,12,2,36.98,17.25,27.77,0,4.76,Tswalu
1989,12,3,35.23,17.86,26.7,0,4.15,Tswalu
1989,12,4,35.72,16.47,26.65,0,4.39,Tswalu
1989,12,5,31.23,14.98,23.33,0,3.72,Tswalu
1989,12,6,34.08,13.3,24.23,0,2.38,Tswalu
1989,12,7,36.59,17.5,27.32,2.79,6.65,Tswalu
1989,12,8,33.62,19.12,26.96,6.73,12.33,Tswalu
1989,12,9,35.85,18.23,28.04,0.07,9.46,Tswalu
1989,12,10,35.63,19.35,26.9,5.46,10.01,Tswalu
1989,12,11,33.05,19.29,26.55,0,9.09,Tswalu
1989,12,12,35.96,20.1,28.77,0.01,7.93,Tswalu
1989,12,13,36.85,21.09,29.15,2.64,7.69,Tswalu
1989,12,14,28.07,17.68,23.36,2.09,9.7,Tswalu
1989,12,15,35.33,16.62,26.58,0.15,6.77,Tswalu
1989,12,16,35.24,18.1,27.55,0.27,6.96,Tswalu
1989,12,17,35.37,20.62,28.37,0.32,7.57,Tswalu
1989,12,18,37.21,19.78,28.91,0,6.47,Tswalu
1989,12,19,36.16,19.55,28.09,0,5.07,Tswalu
1989,12,20,31.57,14.53,23.43,0,4.88,Tswalu
1989,12,21,36.03,16.47,26.71,0,4.94,Tswalu
1989,12,22,40.15,19.4,30.65,0.01,4.33,Tswalu
1989,12,23,39.68,22.09,30.67,0.17,7.2,Tswalu
1989,12,24,37.34,19.8,28.77,0.02,4.76,Tswalu
1989,12,25,39.78,20.16,30.56,1.95,6.71,Tswalu
1989,12,26,37.37,23.58,30.48,0.27,9.89,Tswalu
1989,12,27,35.91,23.64,30.25,0,7.02,Tswalu
1989,12,28,39.02,21.27,30.65,0,4.82,Tswalu
1989,12,29,39.19,21.4,30.51,0.33,6.04,Tswalu
1989,12,30,36.14,18.35,27.46,0.12,3.66,Tswalu
1989,12,31,37.27,17.55,27.67,0,4.15,Tswalu
1990,1,1,36.89,19.25,28.32,0.08,5.98,Tswalu
1990,1,2,37.87,17.87,28.87,0.01,4.64,Tswalu
1990,1,3,38.04,20.76,30.16,0.09,6.47,Tswalu
1990,1,4,39.24,21.96,30.67,1.33,7.93,Tswalu
1990,1,5,38.09,22.35,30.3,0.42,7.63,Tswalu
1990,1,6,36.95,22.17,29.53,0.04,7.32,Tswalu
1990,1,7,34.93,17.91,26.11,0,4.64,Tswalu
1990,1,8,37.3,17.93,27.83,1.37,4.15,Tswalu
1990,1,9,34.45,19.34,26.53,3,9.95,Tswalu
1990,1,10,34.05,15.12,24.85,0.24,3.91,Tswalu
1990,1,11,34.09,16.01,25.32,0,3.6,Tswalu
1990,1,12,36.65,17.51,27.75,0.01,3.66,Tswalu
1990,1,13,37.9,19.69,29.55,0.79,6.71,Tswalu
1990,1,14,37.65,21.3,29.19,0.84,9.89,Tswalu
1990,1,15,35.98,21.08,29.02,0.32,10.86,Tswalu
1990,1,16,28.93,21.23,24.64,1.06,11.29,Tswalu
1990,1,17,37.38,19.47,29.11,1.66,9.34,Tswalu
1990,1,18,38.12,22.26,30.62,2.68,8.79,Tswalu
1990,1,19,36.4,21.65,28.53,0.15,7.2,Tswalu
1990,1,20,35.3,19.12,26.49,0,4.94,Tswalu
1990,1,21,37.07,16.26,27.19,0,3.11,Tswalu
1990,1,22,36.55,19.51,28.71,1.33,6.53,Tswalu
1990,1,23,34.53,23.06,27.87,1.19,8.67,Tswalu
1990,1,24,35.25,21.8,28.67,0.04,9.52,Tswalu
1990,1,25,38.48,20.42,30.18,0.07,7.87,Tswalu
1990,1,26,37.24,22.59,30.3,1.1,10.44,Tswalu
1990,1,27,34.83,23.94,28.9,6.25,11.47,Tswalu
1990,1,28,32.25,23.34,27.42,3.52,12.02,Tswalu
1990,1,29,34.69,20.81,27.94,1.85,11.47,Tswalu
1990,1,30,35.24,21.23,28.84,0.86,10.62,Tswalu
1990,1,31,35,22.23,28.65,0.04,9.46,Tswalu
1990,2,1,36.5,21.97,29.24,0.08,8.85,Tswalu
1990,2,2,37.12,23.77,30.8,0.82,9.22,Tswalu
1990,2,3,37.01,24.87,30.73,0.75,10.25,Tswalu
1990,2,4,34.94,21.73,28.52,1.63,10.56,Tswalu
1990,2,5,32.7,21.57,27.07,3.82,10.56,Tswalu
1990,2,6,32.15,19.93,26.16,3.09,9.77,Tswalu
1990,2,7,29.42,19.43,24.46,3.53,10.38,Tswalu
1990,2,8,31.14,17.07,24.76,1.45,9.7,Tswalu
1990,2,9,33.03,17.2,25.55,1.78,9.95,Tswalu
1990,2,10,34.94,19.02,26.91,1.55,8.61,Tswalu
1990,2,11,36.57,19.57,27.87,1.66,8,Tswalu
1990,2,12,34.8,18.57,25.93,8.72,11.11,Tswalu
1990,2,13,30.8,19.41,24.77,8.05,12.82,Tswalu
1990,2,14,31.01,17.47,23.47,3.54,9.28,Tswalu
1990,2,15,31.04,15.48,22.81,0,6.23,Tswalu
1990,2,16,31.81,14.37,23.23,0,4.39,Tswalu
1990,2,17,34.54,17.23,25.41,0,5.13,Tswalu
1990,2,18,36.51,17.47,27.69,0.07,4.33,Tswalu
1990,2,19,37.55,18.92,27.94,3.33,4.88,Tswalu
1990,2,20,33.39,17.37,24.5,0.21,5,Tswalu
1990,2,21,32.53,14.88,23.69,0,6.16,Tswalu
1990,2,22,30.94,12.2,21.21,0,3.42,Tswalu
1990,2,23,31.98,11.78,22.06,0,2.32,Tswalu
1990,2,24,34.14,14.35,24.37,0,3.23,Tswalu
1990,2,25,35.9,16.96,26.08,0,4.21,Tswalu
1990,2,26,35.72,18.22,27.37,0.15,7.02,Tswalu
1990,2,27,33.48,20.31,26.96,0.01,8.91,Tswalu
1990,2,28,30.29,21.87,26.11,0.01,9.03,Tswalu
1990,3,1,34.33,18.83,26.66,0.13,7.93,Tswalu
1990,3,2,33.12,20.25,27.27,0.45,8.61,Tswalu
1990,3,3,30.84,20.56,25.42,6.35,10.74,Tswalu
1990,3,4,33.24,17.87,25.73,0.01,9.34,Tswalu
1990,3,5,35.62,20.01,27.55,0.85,8.36,Tswalu
1990,3,6,30.26,16.23,23.85,8.25,9.64,Tswalu
1990,3,7,31.41,13.51,22.82,0,4.88,Tswalu
1990,3,8,34.02,18.49,25.43,0,4.03,Tswalu
1990,3,9,34.55,15.26,25.8,0,4.76,Tswalu
1990,3,10,35.61,17.58,27.69,0.05,7.45,Tswalu
1990,3,11,35.98,21.37,28.69,0.31,7.32,Tswalu
1990,3,12,35.81,21.4,28.69,0.01,8.12,Tswalu
1990,3,13,33.88,20.36,26.87,6.6,10.25,Tswalu
1990,3,14,32.42,21.24,26.18,2.22,10.31,Tswalu
1990,3,15,29.87,19.39,24,3.63,10.74,Tswalu
1990,3,16,24.26,17.61,20.53,14.17,12.08,Tswalu
1990,3,17,30.45,16.12,23.62,5.07,10.8,Tswalu
1990,3,18,33.89,16.94,25.48,0.09,8.18,Tswalu
1990,3,19,33.52,16.98,25.55,1.57,7.26,Tswalu
1990,3,20,34.25,18.18,25.52,0.85,6.9,Tswalu
1990,3,21,32.68,16.16,23.31,0,3.23,Tswalu
1990,3,22,32.27,17.14,24.13,0,4.94,Tswalu
1990,3,23,34.79,17.03,26.28,0,5.62,Tswalu
1990,3,24,34.45,19.17,26.37,0.95,8.36,Tswalu
1990,3,25,34.12,16.91,24.98,0,4.82,Tswalu
1990,3,26,34.01,16.01,24.69,0,5.55,Tswalu
1990,3,27,33.64,17.34,24.49,0,4.33,Tswalu
1990,3,28,32.17,14.93,22.92,0,5.31,Tswalu
1990,3,29,32.37,13.7,23.52,0.02,4.46,Tswalu
1990,3,30,32.13,18.87,24.75,0.54,8.67,Tswalu
1990,3,31,31.41,17.5,24.22,0.71,8.67,Tswalu
1990,4,1,25.36,18.16,21.17,2.13,10.68,Tswalu
1990,4,2,29.14,13.52,21.48,0,6.53,Tswalu
1990,4,3,31.39,15.04,23.48,0.68,8,Tswalu
1990,4,4,28.89,18.12,22.86,3.98,11.29,Tswalu
1990,4,5,30.29,16.28,23.1,1.17,9.46,Tswalu
1990,4,6,30.57,16.83,23.4,1.85,8.24,Tswalu
1990,4,7,31.81,15.29,24.15,0.01,7.08,Tswalu
1990,4,8,33.15,17.14,25.23,0.46,7.32,Tswalu
1990,4,9,33.06,17.69,25.62,0.49,7.93,Tswalu
1990,4,10,33.33,18.69,25.29,2.69,8.06,Tswalu
1990,4,11,33.55,17.64,25.02,0.02,7.69,Tswalu
1990,4,12,30.06,14.73,21.61,0.28,8.61,Tswalu
1990,4,13,24.18,10.48,16.57,0,5.07,Tswalu
1990,4,14,25.64,7.51,15.82,0,3.23,Tswalu
1990,4,15,28.01,9.43,18.09,0,3.23,Tswalu
1990,4,16,30.19,11.65,20.44,0,3.78,Tswalu
1990,4,17,30.17,13.3,22.03,1.13,6.35,Tswalu
1990,4,18,24.26,15.78,19.78,8.19,9.58,Tswalu
1990,4,19,27.31,13.45,20.45,1.83,8.12,Tswalu
1990,4,20,27.98,15.91,21.54,0.26,7.75,Tswalu
1990,4,21,25.98,14.45,20.05,3.38,8.54,Tswalu
1990,4,22,22.15,12.48,17.08,4.93,9.4,Tswalu
1990,4,23,27.48,11.15,18.89,0.03,6.41,Tswalu
1990,4,24,28.47,15.13,20.72,6.96,9.95,Tswalu
1990,4,25,18.82,11.63,15.97,20.14,10.5,Tswalu
1990,4,26,21.73,9.57,14.65,2.62,7.32,Tswalu
1990,4,27,23.87,7.55,15.16,0,4.52,Tswalu
1990,4,28,24.81,11.17,16.23,1.73,4.82,Tswalu
1990,4,29,17.09,6.88,11.58,0.27,5.86,Tswalu
1990,4,30,20.15,3.49,11.55,0,3.36,Tswalu
1990,5,1,22,6.29,13.17,0,3.42,Tswalu
1990,5,2,22.08,7.83,13.8,0,4.39,Tswalu
1990,5,3,21.5,8.51,13.83,0,6.04,Tswalu
1990,5,4,23.58,8.77,15.55,0,5.07,Tswalu
1990,5,5,26.62,8.55,18.06,0,4.21,Tswalu
1990,5,6,28.44,10.13,19.33,0,3.85,Tswalu
1990,5,7,29.32,11.19,20.01,0,3.91,Tswalu
1990,5,8,29.13,10.94,19.47,0,4.03,Tswalu
1990,5,9,26.02,11.71,17.8,0,4.46,Tswalu
1990,5,10,22.7,11.39,16.16,0.15,7.57,Tswalu
1990,5,11,22.07,10.98,15.57,1.33,8.3,Tswalu
1990,5,12,23.2,11.17,16.37,1.2,8,Tswalu
1990,5,13,24.42,9.81,16.51,0,6.23,Tswalu
1990,5,14,24.08,9.53,15.94,0,4.82,Tswalu
1990,5,15,23.79,9.03,16.41,0,5.37,Tswalu
1990,5,16,23.95,9.23,15.68,0,4.88,Tswalu
1990,5,17,22.83,8.28,14.9,0.02,6.35,Tswalu
1990,5,18,23.51,8.92,15.56,0,6.04,Tswalu
1990,5,19,24.37,10.53,16.23,0,5.49,Tswalu
1990,5,20,25.29,11.84,17.32,0,5.55,Tswalu
1990,5,21,15.27,4.65,10.11,0.33,4.76,Tswalu
1990,5,22,15.26,2.51,7.7,0,3.11,Tswalu
1990,5,23,19.64,0.88,9.1,0,2.44,Tswalu
1990,5,24,22.94,5.77,13.46,0.01,5.8,Tswalu
1990,5,25,25.49,7.45,15.96,0,6.35,Tswalu
1990,5,26,26.36,10.63,17.68,0,5.13,Tswalu
1990,5,27,25.36,9.15,16.33,0,4.46,Tswalu
1990,5,28,25.08,8.93,16.27,0,3.91,Tswalu
1990,5,29,24.58,11,17.64,0,3.78,Tswalu
1990,5,30,24.78,10.64,16.33,0,3.97,Tswalu
1990,5,31,23.97,9.58,15.51,0,3.78,Tswalu
1990,6,1,23.9,7.4,14.74,0,3.72,Tswalu
1990,6,2,23.8,8.85,15.26,0,3.85,Tswalu
1990,6,3,23.19,9.66,14.96,0.01,4.33,Tswalu
1990,6,4,14.28,3.19,8.89,0.08,4.94,Tswalu
1990,6,5,13.3,0.15,5.87,0,3.23,Tswalu
1990,6,6,17.62,1.09,8.08,0,2.32,Tswalu
1990,6,7,22.65,2.54,12.19,0,2.87,Tswalu
1990,6,8,24.03,5.88,14.32,0,3.42,Tswalu
1990,6,9,24.63,7.28,15.12,0,3.85,Tswalu
1990,6,10,24.86,8.07,14.85,0,3.85,Tswalu
1990,6,11,22.51,5.93,12.36,0,2.38,Tswalu
1990,6,12,22.37,4.49,12.83,0,2.2,Tswalu
1990,6,13,22.42,6.31,13.14,0,4.09,Tswalu
1990,6,14,21.76,5.81,13.41,0,4.46,Tswalu
1990,6,15,21.83,6.51,13.73,0,3.78,Tswalu
1990,6,16,22,6.44,14.04,0,3.6,Tswalu
1990,6,17,21.58,6.85,12.86,0,4.03,Tswalu
1990,6,18,20.23,2.43,10.27,0,2.69,Tswalu
1990,6,19,22.85,6.9,13.75,0,4.27,Tswalu
1990,6,20,18.41,8.55,12.58,3.22,6.77,Tswalu
1990,6,21,18.58,3.55,9.8,0,4.52,Tswalu
1990,6,22,14.05,0.92,6.36,0,3.85,Tswalu
1990,6,23,15.24,-0.66,5.88,0,2.69,Tswalu
1990,6,24,19.63,1.84,9.37,0,2.44,Tswalu
1990,6,25,21.5,4.85,12.69,0,4.39,Tswalu
1990,6,26,25.34,7.37,15.08,0.01,5.07,Tswalu
1990,6,27,18.87,6.85,11.78,4.36,5.92,Tswalu
1990,6,28,11.4,2.19,6.93,0.43,5.25,Tswalu
1990,6,29,12.8,0.37,5.69,0,4.39,Tswalu
1990,6,30,13.18,-0.41,5.12,0,3.17,Tswalu
1990,7,1,14.37,-0.99,5.51,0,2.5,Tswalu
1990,7,2,17.8,2.84,9.78,0.01,3.72,Tswalu
1990,7,3,16.97,4.39,10.74,0.3,4.52,Tswalu
1990,7,4,18.76,3.07,8.83,0,3.17,Tswalu
1990,7,5,18.4,1.33,8.3,0,1.95,Tswalu
1990,7,6,20.36,2.12,10.17,0,2.81,Tswalu
1990,7,7,21.95,4.51,12.62,0,3.11,Tswalu
1990,7,8,23.97,8.83,14.6,0,3.6,Tswalu
1990,7,9,15.94,4.04,9.79,0.02,4.52,Tswalu
1990,7,10,17.72,1.87,9.16,0,3.97,Tswalu
1990,7,11,20.41,2.21,10.6,0,3.48,Tswalu
1990,7,12,14.86,2.94,8.14,0,4.64,Tswalu
1990,7,13,14.13,-0.6,5.59,0,3.17,Tswalu
1990,7,14,18.2,-0.46,7.62,0,2.01,Tswalu
1990,7,15,22.43,4.96,12.64,0,3.36,Tswalu
1990,7,16,21.19,6.68,13.16,0.01,3.85,Tswalu
1990,7,17,20.96,5.4,12.37,0,3.91,Tswalu
1990,7,18,15.28,2.54,7.48,0,3.85,Tswalu
1990,7,19,16.68,1.21,7.31,0,3.42,Tswalu
