AnimalID,Sex,DateofCapture,DateofRecapture,weight,weight2,GroupID,GroupSize,QueenID,GroupSizeRecapture,timediff,rateofbodymassgrowth
KR13F038,Female,21/09/2015,14/04/2016,32,79,Kuruman 13,22,KR13F013,24,206,0.22815534
KR13F039,Female,21/09/2015,13/04/2016,76,92,Kuruman 13,22,KR13F013,24,205,0.07804878
KR13F040,Female,21/09/2015,12/04/2016,74,98,Kuruman 13,22,KR13F013,24,204,0.117647059
KR13F040,Female,02/05/2017,09/10/2017,111,117,Kuruman 35,1,NA,1,160,0.0375
KR13F040,Female,09/10/2017,23/03/2018,117,121,Kuruman 35,1,NA,1,165,0.024242424
KR13F040,Female,23/03/2018,15/10/2018,121,119,Kuruman 35,1,NA,1,206,-0.009708738
KR13F042,Female,22/09/2015,13/04/2016,67,83,Kuruman 13,22,KR13F013,24,204,0.078431373
KR13F043,Female,22/09/2015,12/04/2016,59,79,Kuruman 13,22,KR13F013,24,203,0.098522167
KR13F050,Female,14/04/2016,24/01/2017,19,100,Kuruman 13,24,KR13F013,13,285,0.284210526
KR13F050,Female,30/04/2018,16/09/2018,129,125,Kuruman 40,1,NA,1,139,-0.028776978
KR13F050,Female,16/09/2018,12/04/2019,125,137,Kuruman 40,1,NA,1,208,0.057692308
KR13F053,Female,30/04/2018,15/09/2018,129,132,Kuruman 29,1,NA,1,138,0.02173913
KR13F053,Female,14/10/2019,06/04/2020,135,132,Kuruman 29,1,NA,1,175,-0.017142857
KR13F055,Female,24/01/2017,16/08/2017,74,103,Kuruman 13,13,NA,2,204,0.142156863
KR13F058,Female,06/04/2018,27/11/2018,83,93,Kuruman 39,3,KR13F019,5,235,0.042553191
KR13F058,Female,27/11/2018,20/03/2019,93,104,Kuruman 39,5,KR13F019,5,113,0.097345133
KR19F001,Female,14/02/2017,03/08/2017,64,83,Kuruman 19,8,KR13F017,7,170,0.111764706
KR19F003,Female,14/02/2017,03/08/2017,22,55,Kuruman 19,8,KR13F017,7,170,0.194117647
KR19F003,Female,03/08/2017,24/05/2018,55,77,Kuruman 19,7,KR13F017,8,294,0.074829932
KR19F003,Female,24/05/2018,28/03/2019,77,93,Kuruman 19,8,KR13F017,9,308,0.051948052
KR19F007,Female,23/05/2018,18/11/2018,69,82,Kuruman 19,8,KR13F017,6,179,0.072625698
KR19F007,Female,18/11/2018,25/03/2019,82,88,Kuruman 19,6,KR13F017,9,127,0.047244094
KR19F007,Female,25/03/2019,15/11/2019,88,89,Kuruman 19,9,KR13F017,12,235,0.004255319
KR19F007,Female,15/11/2019,28/04/2020,89,86,Kuruman 19,12,KR13F017,10,165,-0.018181818
KR19F009,Female,24/05/2018,14/11/2018,91,103,Kuruman 19,8,KR13F017,6,174,0.068965517
KR19F009,Female,14/11/2018,27/03/2019,103,110,Kuruman 19,6,KR13F017,9,133,0.052631579
KR19F009,Female,27/03/2019,18/11/2019,110,113,Kuruman 19,9,KR13F017,12,236,0.012711864
KR19F009,Female,18/11/2019,28/04/2020,113,104,Kuruman 19,12,KR13F017,10,162,-0.055555556
KR19F012,Female,28/03/2019,18/11/2019,85,94,Kuruman 19,9,KR13F017,12,235,0.038297872
KR19F015,Female,17/11/2019,28/04/2020,75,72,Kuruman 19,12,KR13F017,10,163,-0.018404908
KR1F003,Female,18/11/2013,28/07/2014,62,88,Kuruman 1,18,KR1F007,10,252,0.103174603
KR1F003,Female,28/07/2014,16/02/2015,88,107,Kuruman 1,10,KR1F007,10,203,0.093596059
KR1F003,Female,16/02/2015,15/10/2015,107,146,Kuruman 1,10,KR1F007,7,241,0.161825726
KR1F003,Female,15/10/2015,26/04/2016,146,144,Kuruman 1,7,KR1F007,9,194,-0.010309278
KR1F006,Female,18/11/2013,27/07/2014,92,112,Kuruman 1,18,KR1F007,10,251,0.079681275
KR1F006,Female,27/07/2014,16/02/2015,112,127,Kuruman 1,10,KR1F007,10,204,0.073529412
KR1F006,Female,16/02/2015,16/10/2015,127,156,Kuruman 1,10,KR1F007,7,242,0.119834711
KR1F006,Female,16/10/2015,27/04/2016,156,162,Kuruman 1,7,KR1F007,9,194,0.030927835
KR1F006,Female,03/05/2017,09/10/2017,169,165,Kuruman 1,4,KR1F007,4,159,-0.025157233
KR1F006,Female,09/10/2017,23/03/2018,165,168,Kuruman 1,4,KR1F007,4,165,0.018181818
KR1F012,Female,20/11/2013,27/07/2014,81,94,Kuruman 1,18,KR1F007,10,249,0.052208835
KR1F012,Female,27/07/2014,17/02/2015,94,115,Kuruman 1,10,KR1F007,10,205,0.102439024
KR1F014,Female,27/09/2015,17/03/2016,144,142,Kuruman 22,1,NA,1,172,-0.011627907
KR1F014,Female,17/03/2016,13/02/2017,142,154,Kuruman 22,1,NA,1,333,0.036036036
KR1F018,Female,27/07/2014,16/02/2015,37,86,Kuruman 1,10,KR1F007,10,204,0.240196078
KR1F018,Female,16/02/2015,15/10/2015,86,144,Kuruman 1,10,KR1F007,7,241,0.2406639
KR1F018,Female,15/10/2015,27/04/2016,144,148,Kuruman 1,7,KR1F007,9,195,0.020512821
KR1F019,Female,28/07/2014,17/02/2015,37,87,Kuruman 1,10,KR1F007,10,204,0.245098039
KR1F019,Female,17/02/2015,15/10/2015,87,127,Kuruman 1,10,KR1F007,7,240,0.166666667
KR1F019,Female,15/10/2015,27/04/2016,127,119,Kuruman 1,7,KR1F007,9,195,-0.041025641
KR1F019,Female,27/04/2016,07/03/2017,119,169,Kuruman 1,9,KR1F007,2,314,0.159235669
KR1F022,Female,03/05/2017,09/10/2017,78,112,Kuruman 1,4,KR1F007,4,159,0.213836478
KR1F022,Female,09/10/2017,23/03/2018,112,134,Kuruman 1,4,KR1F007,4,165,0.133333333
KR20F007,Female,02/08/2017,11/05/2018,46,91,Kuruman 20,10,KR8F003,13,282,0.159574468
KR20F007,Female,11/05/2018,23/09/2018,91,104,Kuruman 20,13,KR8F003,14,135,0.096296296
KR20F009,Female,13/05/2018,22/09/2018,60,80,Kuruman 20,13,KR8F003,14,132,0.151515152
KR20F009,Female,22/09/2018,27/03/2019,80,87,Kuruman 20,14,KR8F003,17,186,0.037634409
